ID RA Dec LHa E_LHa LPab E_Pab AHa E_AHa Ha/24um Ha/70um Ha/8um Ha/12um Ha/100um
1342 308.7046 60.1685 1.4979e+37 7.9025e+35 2.3405e+36 3.1044e+35 1.5932 0.3006 3.8750e-02 5.8333e-03 4.8817e-03 1.9570e-02 4.4957e-03
1343 308.7052 60.169 1.8916e+37 9.9499e+35 1.7226e+36 1.8977e+35 0.7404 0.2325 4.5087e-02 7.2680e-03 7.0326e-03 2.4489e-02 5.5293e-03
1344 308.7057 60.1694 1.3892e+37 7.2911e+35 1.1457e+36 1.5738e+35 0.5838 0.3179 3.8530e-02 6.7880e-03 7.9770e-03 2.2156e-02 5.0634e-03
1345 308.6708 60.1419 1.9292e+37 1.0149e+36 2.9501e+36 2.8415e+35 1.5593 0.1907 6.9208e-02 1.2010e-02 9.8011e-03 3.4777e-02 9.5108e-03
1346 308.6855 60.1539 1.1355e+37 6.0202e+35 1.9291e+36 2.0157e+35 1.7255 0.2158 4.5776e-02 7.5475e-03 6.0352e-03 2.1382e-02 5.6387e-03
1347 308.7012 60.1667 8.4735e+36 4.5324e+35 6.7929e+35 1.3165e+35 0.5391 0.5343 3.3093e-02 4.8225e-03 5.8721e-03 1.6480e-02 3.8081e-03
1348 308.7043 60.1692 1.0062e+37 5.2861e+35 7.9393e+35 1.6374e+35 0.5139 0.6354 3.4031e-02 5.8000e-03 5.5126e-03 1.9046e-02 4.3559e-03
1349 308.709 60.1731 1.8444e+37 9.7011e+35 2.678e+36 2.8938e+35 1.4774 0.2295 3.1290e-02 8.1576e-03 8.6875e-03 2.9943e-02 7.0203e-03
1350 308.7095 60.1735 1.3597e+37 7.1833e+35 1.6606e+36 2.0592e+35 1.2042 0.2365 2.4932e-02 6.3237e-03 7.5850e-03 2.3188e-02 5.5816e-03
1351 308.67 60.1422 2.0028e+37 1.0533e+36 2.3863e+36 2.2445e+35 1.165 0.183 7.0865e-02 1.2966e-02 1.0705e-02 3.6976e-02 9.8432e-03
1352 308.6909 60.1592 1.7674e+37 9.3059e+35 4.4495e+36 3.9774e+35 2.3468 0.171 3.0798e-02 5.5262e-03 4.5791e-03 1.9429e-02 4.9059e-03
1353 308.6914 60.1597 1.6969e+37 8.9382e+35 3.5943e+36 3.4938e+35 2.074 0.1947 2.9300e-02 5.0411e-03 4.6640e-03 1.9428e-02 4.6064e-03
1354 308.7082 60.1733 1.5078e+37 7.9311e+35 1.6808e+36 2.008e+35 1.0599 0.2625 3.4265e-02 9.1247e-03 8.6878e-03 3.1792e-02 7.2060e-03
1355 308.7087 60.1737 1.0624e+37 5.6415e+35 6.2824e+35 1.3183e+35 0.0584 0.3391 2.6587e-02 6.6249e-03 7.3676e-03 2.3481e-02 5.4569e-03
1356 308.6738 60.1463 2.3858e+37 1.2398e+36 5.1371e+36 4.4874e+35 2.0999 0.1546 2.5141e-02 3.7288e-03 4.6114e-03 1.6916e-02 3.7955e-03
1357 308.679 60.1505 1.6401e+37 8.6429e+35 2.529e+36 2.6452e+35 1.5723 0.2174 4.1763e-02 7.0340e-03 6.7631e-03 2.2731e-02 5.2350e-03
1358 308.6796 60.151 2.1599e+37 1.1353e+36 4.3748e+36 4.0009e+35 2.0032 0.1767 4.9046e-02 7.9002e-03 6.5940e-03 2.6213e-02 6.0230e-03
1359 308.6801 60.1514 1.7321e+37 9.1219e+35 3.6413e+36 3.1881e+35 2.062 0.1651 3.9666e-02 6.3965e-03 5.8961e-03 2.2096e-02 4.8454e-03
1360 308.6806 60.1518 1.4703e+37 7.759e+35 2.856e+36 2.6482e+35 1.9371 0.1803 3.4363e-02 5.7423e-03 6.1258e-03 2.0345e-02 4.2647e-03
1361 308.69 60.1595 1.8003e+37 9.4774e+35 4.8572e+36 4.6897e+35 2.4561 0.193 3.1992e-02 5.4412e-03 4.5103e-03 2.0252e-02 5.0144e-03
1362 308.6905 60.1599 2.448e+37 1.2857e+36 5.7409e+36 5.7389e+35 2.2348 0.2043 3.9658e-02 6.5183e-03 5.3571e-03 2.5143e-02 6.1506e-03
1363 308.6911 60.1603 1.405e+37 7.4188e+35 1.4259e+36 2.032e+35 0.9117 0.315 2.6321e-02 4.6329e-03 6.0433e-03 1.8147e-02 4.1303e-03
1364 308.6979 60.1659 7.4931e+36 4.0296e+35 2.271e+36 2.3472e+35 2.6399 0.2138 2.9918e-02 4.3241e-03 4.0667e-03 1.3711e-02 3.3289e-03
1365 308.7005 60.168 6.5892e+36 3.5688e+35 5.2951e+35 1.8718e+35 0.5429 1.2889 3.4668e-02 5.3760e-03 6.0739e-03 1.8346e-02 4.2778e-03
1366 308.6583 60.1346 8.0347e+36 4.2661e+35 7.3733e+35 1.1815e+35 0.7526 0.3791 4.7488e-02 8.6130e-03 8.0543e-03 2.4557e-02 6.0305e-03
1367 308.662 60.1376 1.9109e+37 1.0027e+36 3.1783e+36 1.9149e+35 1.6919 0.0541 3.3430e-02 7.1130e-03 6.4051e-03 2.6349e-02 5.9285e-03
1368 308.6724 60.1461 3.944e+37 2.0677e+36 1.2176e+37 1.0905e+36 2.669 0.1714 3.6396e-02 5.3655e-03 4.8981e-03 2.5380e-02 5.6949e-03
1369 308.6729 60.1465 4.7794e+37 2.485e+36 9.7373e+36 8.4638e+35 2.0125 0.1576 4.1523e-02 5.8641e-03 5.7063e-03 2.8732e-02 6.2871e-03
1370 308.6735 60.1469 2.8952e+37 1.502e+36 2.4684e+36 2.6364e+35 0.6363 0.2098 2.8863e-02 4.3279e-03 6.5184e-03 2.0894e-02 4.3805e-03
1371 308.674 60.1474 1.1937e+37 6.2797e+35 8.3774e+35 1.2569e+35 0.3288 0.3349 1.7135e-02 2.9443e-03 5.6379e-03 1.3157e-02 2.6574e-03
1372 308.6897 60.1602 1.6327e+37 8.6039e+35 3.698e+36 3.6806e+35 2.1798 0.2021 2.9739e-02 5.0081e-03 4.9345e-03 1.9113e-02 4.5914e-03
1373 308.6611 60.1378 1.6292e+37 8.5619e+35 1.8735e+36 1.3461e+35 1.109 0.0865 2.9235e-02 6.4063e-03 8.2269e-03 2.3829e-02 5.3299e-03
1374 308.6616 60.1382 1.0982e+37 5.8107e+35 6.566e+35 9.5889e+34 0.0758 0.2433 2.3019e-02 4.9856e-03 6.5444e-03 1.8813e-02 4.0821e-03
1375 308.6716 60.1464 3.327e+37 1.7442e+36 1.1494e+37 1.0262e+36 2.8468 0.1704 3.1700e-02 4.7708e-03 4.5059e-03 2.2968e-02 5.0388e-03
1376 308.6721 60.1468 4.0648e+37 2.1109e+36 9.9528e+36 8.7446e+35 2.3029 0.1585 3.6227e-02 5.2501e-03 5.1194e-03 2.5855e-02 5.5880e-03
1377 308.6726 60.1472 2.3166e+37 1.2191e+36 3.0717e+36 2.8382e+35 1.334 0.1509 2.4522e-02 3.7984e-03 5.4841e-03 1.8038e-02 3.7948e-03
1378 308.6956 60.166 1.0553e+37 5.6051e+35 2.2588e+36 2.3563e+35 2.0905 0.2169 3.4938e-02 5.1430e-03 4.1378e-03 1.5703e-02 3.9495e-03
1379 308.6993 60.169 8.823e+36 4.7121e+35 1.0075e+36 1.3987e+35 1.0978 0.3225 4.0751e-02 6.5467e-03 7.6512e-03 2.1597e-02 5.2197e-03
1380 308.6998 60.1694 1.1455e+37 6.0717e+35 1.4084e+36 1.5774e+35 1.2147 0.2363 4.9017e-02 7.9159e-03 8.8265e-03 2.6492e-02 6.4887e-03
1381 308.6556 60.1342 1.3535e+37 7.1911e+35 2.4526e+36 2.6261e+35 1.8274 0.1996 7.4928e-02 1.3175e-02 1.4395e-02 4.1486e-02 9.7247e-03
1382 308.6561 60.1347 1.233e+37 6.9511e+35 9.9092e+35 1.4155e+35 0.543 0.3061 6.3837e-02 1.1929e-02 1.6208e-02 3.8584e-02 8.6500e-03
1383 308.6712 60.147 1.2964e+37 6.7711e+35 4.4215e+36 3.6529e+35 2.8264 0.1364 1.7648e-02 2.7911e-03 3.5088e-03 1.3209e-02 2.7999e-03
1384 308.6578 60.1371 2.2681e+37 1.1774e+36 3.7513e+36 3.1386e+35 1.6831 0.1391 3.4766e-02 6.6422e-03 7.3340e-03 2.4423e-02 5.8495e-03
1385 308.6584 60.1375 2.9703e+37 1.6591e+36 3.4202e+36 3.2042e+35 1.1111 0.1971 4.1768e-02 7.9362e-03 1.0419e-02 3.1073e-02 7.1784e-03
1386 308.7054 60.1759 5.1373e+36 2.866e+35 8.0427e+35 1.24e+35 1.5964 0.3769 3.4374e-02 5.1613e-03 4.9604e-03 1.7481e-02 4.0454e-03
1387 308.657 60.1373 3.7466e+37 1.9446e+36 7.4545e+36 6.534e+35 1.9751 0.1447 4.8443e-02 8.8105e-03 8.2260e-03 3.3773e-02 8.0347e-03
1388 308.6575 60.1377 4.9859e+37 2.6338e+36 8.3731e+36 7.4464e+35 1.7072 0.1728 5.9848e-02 1.0639e-02 1.0587e-02 4.3555e-02 9.9655e-03
1389 308.658 60.1382 1.5478e+37 1.0747e+36 1.3781e+36 1.1526e+35 0.7049 0.1613 2.9366e-02 5.5131e-03 7.7193e-03 2.3000e-02 5.0025e-03
1390 308.669 60.1471 1.3703e+37 7.3303e+35 3.5745e+36 2.7366e+35 2.4028 0.1374 2.0650e-02 3.9864e-03 5.1414e-03 1.6617e-02 3.4421e-03
1391 308.6826 60.1582 1.2078e+37 6.3182e+35 2.4392e+36 2.3703e+35 1.9987 0.1834 4.8378e-02 9.9341e-03 7.8295e-03 2.4777e-02 7.4063e-03
1392 308.6561 60.1376 3.2336e+37 1.7059e+36 5.3714e+36 4.8369e+35 1.69 0.1399 4.3680e-02 8.0360e-03 7.5135e-03 3.1854e-02 7.1857e-03
1393 308.6566 60.138 3.9456e+37 2.0566e+36 6.6392e+36 5.9088e+35 1.7103 0.1647 5.0066e-02 8.8660e-03 8.4882e-03 3.6236e-02 8.1694e-03
1394 308.6681 60.1474 1.2621e+37 6.6579e+35 3.8806e+36 2.2471e+35 2.6626 0.0493 2.2598e-02 4.4220e-03 4.4013e-03 1.8068e-02 3.6898e-03
1395 308.6687 60.1478 1.1495e+37 6.0757e+35 1.3371e+36 1.1485e+35 1.1271 0.12 2.1432e-02 4.1753e-03 5.4230e-03 1.6959e-02 3.4750e-03
1396 308.6817 60.1585 1.2727e+37 6.6549e+35 1.4877e+36 1.9892e+35 1.1348 0.2863 5.2838e-02 1.0646e-02 7.7771e-03 2.5746e-02 8.0830e-03
1397 308.6553 60.1378 2.0586e+37 1.1694e+36 2.3124e+36 2.9266e+35 1.072 0.2321 3.3926e-02 6.5765e-03 7.4203e-03 2.5493e-02 5.6075e-03
1398 308.6558 60.1383 2.6437e+37 1.3715e+36 3.9852e+36 4.0931e+35 1.5366 0.1971 3.8817e-02 7.2334e-03 8.1560e-03 3.0029e-02 6.3203e-03
1399 308.6678 60.1481 9.1545e+36 4.8699e+35 1.3153e+36 1.1412e+35 1.4608 0.1225 2.1665e-02 4.1898e-03 5.0387e-03 1.6365e-02 3.3977e-03
1400 308.7023 60.1763 3.9777e+36 5.5341e+35 2.4487e+35 1.4803e+35 0.1219 0.7148 4.6363e-02 9.8328e-03 1.5172e-02 3.4133e-02 7.8281e-03
1401 308.7029 60.1767 4.7995e+36 7.2283e+35 5.3109e+35 1.3721e+35 1.0482 0.3855 4.4827e-02 9.0083e-03 1.5416e-02 3.2184e-02 6.9923e-03
1402 308.6544 60.1381 3.9905e+36 3.7274e+35 3.7057e+35 1.5208e+35 0.7713 1.8205 2.1190e-02 4.2184e-03 6.6013e-03 1.6924e-02 3.5239e-03
1403 308.6549 60.1385 5.009e+36 4.2935e+35 5.6385e+35 1.466e+35 1.0753 1.1273 2.1463e-02 4.2117e-03 6.5518e-03 1.7421e-02 3.5224e-03
1404 308.7004 60.1757 4.1414e+36 2.3463e+35 2.6919e+35 8.9717e+34 0.2077 0.6671 5.4022e-02 1.1564e-02 1.4158e-02 4.1154e-02 1.0171e-02
1405 308.701 60.1761 3.1934e+36 1.8982e+35 3.2523e+35 9.0356e+34 0.9172 0.5242 4.8479e-02 1.0284e-02 1.4630e-02 3.8657e-02 8.9617e-03
1406 308.7015 60.1765 7.9905e+36 4.2737e+35 1.8438e+36 1.3344e+35 2.2092 0.0903 5.5302e-02 1.1363e-02 1.6173e-02 4.3280e-02 9.6986e-03
1407 308.702 60.1769 1.2773e+37 6.7368e+35 2.2991e+36 1.5215e+35 1.8168 0.0725 6.1455e-02 1.2060e-02 1.9051e-02 4.6248e-02 1.0051e-02
1408 308.7025 60.1774 7.4457e+36 3.9959e+35 1.63e+36 1.2525e+35 2.1261 0.1012 4.7585e-02 8.8747e-03 1.7141e-02 3.4438e-02 7.2359e-03
1409 308.6515 60.1366 1.0584e+37 7.4684e+35 2.2608e+36 2.6726e+35 2.0872 0.1702 2.4708e-02 4.4276e-03 7.0513e-03 1.7567e-02 3.7552e-03
1410 308.652 60.1371 1.1018e+37 9.7013e+35 1.7366e+36 2.8445e+35 1.607 0.3305 2.6681e-02 4.9976e-03 9.6003e-03 2.0705e-02 4.2802e-03
1411 308.6525 60.1375 7.9708e+36 4.9896e+35 9.2256e+35 1.6091e+35 1.1192 0.4288 2.6038e-02 4.9488e-03 9.1016e-03 2.0973e-02 4.2909e-03
1412 308.653 60.1379 5.3355e+36 3.3329e+35 1.6345e+36 1.951e+35 2.6568 0.208 2.4293e-02 4.5868e-03 8.0011e-03 1.9504e-02 4.0213e-03
1413 308.6535 60.1384 3.5909e+36 2.7451e+35 1.6049e+36 1.8714e+35 3.2535 0.179 2.2219e-02 4.1893e-03 7.6089e-03 1.8389e-02 3.6665e-03
1414 308.7006 60.1768 1.1838e+37 6.2531e+35 1.9274e+36 1.3676e+35 1.6582 0.0851 6.3787e-02 1.2360e-02 1.9890e-02 5.0362e-02 1.1049e-02
1415 308.7011 60.1772 2.0523e+37 1.0762e+36 2.9113e+36 1.7921e+35 1.4406 0.0579 7.5369e-02 1.3795e-02 2.2487e-02 5.6336e-02 1.2229e-02
1416 308.7017 60.1776 1.5247e+37 8.019e+35 2.9366e+36 1.8036e+35 1.9238 0.0585 6.2106e-02 1.0790e-02 1.9141e-02 4.3595e-02 9.4280e-03
1417 308.7022 60.1781 7.3564e+36 3.9505e+35 8.8319e+35 1.0121e+35 1.1771 0.1812 4.1896e-02 7.0629e-03 1.2645e-02 2.8843e-02 6.0510e-03
1418 308.6506 60.1369 1.632e+37 8.5152e+35 3.2531e+36 3.0899e+35 1.978 0.1671 3.0090e-02 5.0543e-03 6.4517e-03 2.0878e-02 4.4120e-03
1419 308.6511 60.1373 2.6938e+37 1.4025e+36 3.9403e+36 3.6291e+35 1.489 0.1729 3.8625e-02 6.4946e-03 1.0517e-02 2.8656e-02 5.9240e-03
1420 308.6516 60.1378 2.8445e+37 1.4922e+36 3.667e+36 3.7009e+35 1.2895 0.2019 3.9555e-02 6.5760e-03 1.0806e-02 3.0459e-02 6.2287e-03
1421 308.6522 60.1382 2.6612e+37 1.3971e+36 5.8595e+36 5.5591e+35 2.1351 0.1886 3.8412e-02 6.3566e-03 9.6807e-03 3.0380e-02 6.1206e-03
1422 308.6527 60.1386 1.7287e+37 9.1754e+35 5.2838e+36 5.032e+35 2.6533 0.1568 3.2443e-02 5.4952e-03 8.8640e-03 2.5824e-02 5.2054e-03
1423 308.6532 60.139 2.2767e+36 6.4311e+35 1.3155e+36 1.9068e+35 3.6592 1.5805 2.0584e-02 3.7050e-03 7.1564e-03 1.7036e-02 3.3103e-03
1424 308.6998 60.177 1.3823e+37 7.2807e+35 8.468e+35 1.0028e+35 0.1142 0.1879 6.7335e-02 1.2361e-02 2.0081e-02 5.1087e-02 1.1210e-02
1425 308.7003 60.1775 2.0144e+37 1.0565e+36 1.9827e+36 1.3898e+35 0.8632 0.0817 7.3047e-02 1.2540e-02 1.8766e-02 5.1638e-02 1.1435e-02
1426 308.7008 60.1779 2.1081e+37 1.1053e+36 2.7243e+36 1.7076e+35 1.2934 0.0612 7.1287e-02 1.1580e-02 1.4547e-02 4.7970e-02 1.0495e-02
1427 308.7013 60.1783 1.5876e+37 8.3456e+35 2.0199e+36 1.4049e+35 1.2688 0.0807 5.4655e-02 8.7125e-03 1.0740e-02 3.5409e-02 7.7272e-03
1428 308.6497 60.1372 1.2062e+37 6.3838e+35 1.4967e+36 1.4798e+35 1.2293 0.1935 2.4565e-02 4.0276e-03 5.1417e-03 1.7042e-02 3.5077e-03
1429 308.6503 60.1376 3.0905e+37 1.6214e+36 4.0593e+36 3.6972e+35 1.3191 0.1753 3.9953e-02 6.3102e-03 9.6327e-03 2.9111e-02 5.9110e-03
1430 308.6508 60.138 3.9894e+37 2.0914e+36 6.1507e+36 6.2706e+35 1.5722 0.2091 4.6077e-02 6.9896e-03 1.0140e-02 3.4035e-02 6.9573e-03
1431 308.6513 60.1385 3.9967e+37 2.0953e+36 7.4094e+36 8.2792e+35 1.8634 0.2351 4.5856e-02 6.8498e-03 9.0759e-03 3.4743e-02 7.0216e-03
1432 308.6518 60.1389 2.3286e+37 1.2089e+36 6.5242e+36 6.0473e+35 2.5157 0.1708 3.6099e-02 5.5476e-03 7.9333e-03 2.8032e-02 5.5891e-03
1433 308.6523 60.1393 4.7985e+36 6.4901e+35 1.5795e+36 1.9433e+35 2.7703 0.1795 2.2130e-02 3.6655e-03 6.6580e-03 1.7758e-02 3.4496e-03
1434 308.6994 60.1777 1.6903e+37 1.1128e+36 1.8513e+36 3.9124e+35 1.0319 0.5013 6.6446e-02 1.1106e-02 1.3921e-02 4.4435e-02 9.9949e-03
1435 308.6999 60.1782 2.559e+37 2.2556e+36 4.3956e+36 4.1451e+35 1.7429 0.2638 7.7587e-02 1.2305e-02 1.1239e-02 4.8710e-02 1.1042e-02
1436 308.7005 60.1786 1.9983e+37 1.7449e+36 3.0205e+36 2.143e+35 1.5409 0.1991 5.8808e-02 9.2483e-03 8.4014e-03 3.6348e-02 8.1216e-03
1437 308.6494 60.1379 1.9763e+37 1.0395e+36 1.6965e+36 1.6143e+35 0.6472 0.1798 3.1767e-02 4.9663e-03 7.2549e-03 2.2848e-02 4.5806e-03
1438 308.6499 60.1383 3.7788e+37 1.9813e+36 6.8816e+36 6.6021e+35 1.8352 0.1916 4.4359e-02 6.5023e-03 8.3582e-03 3.2852e-02 6.4926e-03
1439 308.6504 60.1387 4.4253e+37 2.3194e+36 8.4471e+36 8.8767e+35 1.9095 0.219 4.8008e-02 6.8399e-03 8.4469e-03 3.5203e-02 7.1075e-03
1440 308.651 60.1391 2.9757e+37 1.5541e+36 5.2508e+36 5.4464e+35 1.7854 0.2114 3.9042e-02 5.6906e-03 8.0023e-03 2.9464e-02 5.8342e-03
1441 308.6515 60.1396 1.1465e+37 9.0218e+35 1.8384e+36 2.274e+35 1.6342 0.1991 2.5071e-02 3.9374e-03 6.7931e-03 1.9429e-02 3.7720e-03
1442 308.652 60.14 6.9053e+36 9.8536e+35 7.4081e+35 1.9473e+35 0.9993 1.1778 1.7915e-02 3.1756e-03 5.9921e-03 1.4259e-02 2.6961e-03
1443 308.6557 60.143 2.7593e+37 1.4434e+36 6.134e+36 4.5651e+35 2.1502 0.1234 1.2975e-02 2.6630e-03 6.7969e-03 2.1086e-02 3.5002e-03
1444 308.6562 60.1434 4.5157e+37 2.3667e+36 1.996e+37 1.8271e+36 3.236 0.1776 1.8393e-02 3.5076e-03 6.8396e-03 2.9198e-02 4.8068e-03
1445 308.6567 60.1438 2.5852e+37 1.3574e+36 9.9827e+36 7.9758e+35 3.0225 0.1431 1.1163e-02 2.2413e-03 5.8677e-03 1.8498e-02 2.9573e-03
1446 308.697 60.1767 1.0538e+37 1.1463e+36 1.9493e+36 2.7111e+35 1.86 0.3738 6.2301e-02 1.1803e-02 1.1507e-02 4.2084e-02 9.7042e-03
1447 308.6975 60.1771 1.4991e+37 7.8863e+35 2.2885e+36 1.517e+35 1.5566 0.0722 6.9509e-02 1.2979e-02 1.3089e-02 4.8086e-02 1.0877e-02
1448 308.6986 60.178 1.5002e+37 1.6769e+36 1.5544e+36 1.7917e+35 0.9444 0.2999 6.1344e-02 1.0503e-02 1.2137e-02 3.9411e-02 8.9697e-03
1449 308.6991 60.1784 2.1555e+37 1.9353e+36 3.199e+36 2.6397e+35 1.512 0.2375 6.5837e-02 1.0793e-02 9.4307e-03 3.9801e-02 9.1909e-03
1450 308.6996 60.1788 1.4829e+37 1.1506e+36 1.8564e+36 1.4057e+35 1.2432 0.1763 4.4878e-02 7.3599e-03 6.3586e-03 2.6910e-02 6.1391e-03
1451 308.7028 60.1814 1.0775e+37 5.72e+35 4.7353e+36 4.2063e+35 3.2268 0.1711 2.7904e-02 4.6018e-03 5.9121e-03 2.0654e-02 4.5457e-03
1452 308.7033 60.1818 1.1298e+37 5.9907e+35 3.874e+36 3.7843e+35 2.8349 0.1957 2.9564e-02 4.7549e-03 7.5864e-03 2.3192e-02 4.7900e-03
1453 308.6491 60.1385 2.7066e+37 1.4208e+36 3.0663e+36 2.8546e+35 1.0854 0.1808 3.6013e-02 5.3828e-03 7.3113e-03 2.6107e-02 5.1420e-03
1454 308.6496 60.139 4.2316e+37 2.2181e+36 5.5094e+36 5.1884e+35 1.3051 0.1856 4.6546e-02 6.6825e-03 9.0190e-03 3.4197e-02 6.6955e-03
1455 308.6501 60.1394 3.7162e+37 1.9485e+36 3.8242e+36 4.2045e+35 0.9336 0.2297 4.4364e-02 6.4495e-03 1.0001e-02 3.2975e-02 6.4250e-03
1456 308.6506 60.1398 1.7444e+37 9.0978e+35 1.6264e+36 2.1152e+35 0.7776 0.2754 2.9859e-02 4.6298e-03 7.9681e-03 2.2383e-02 4.3374e-03
1457 308.6548 60.1432 4.0769e+37 2.1361e+36 4.8826e+36 4.422e+35 1.1732 0.1695 1.7902e-02 3.4515e-03 7.4302e-03 2.8649e-02 4.6042e-03
1458 308.6553 60.1437 6.9879e+37 3.6602e+36 1.7652e+37 1.6764e+36 2.3521 0.1884 2.6676e-02 4.7837e-03 7.7200e-03 4.1546e-02 6.6331e-03
1459 308.6559 60.1441 3.598e+37 1.8867e+36 9.1773e+36 7.3961e+35 2.3675 0.1446 1.4603e-02 2.7619e-03 6.0165e-03 2.3362e-02 3.6807e-03
1460 308.6825 60.1659 7.535e+36 4.0644e+35 8.5216e+35 1.3888e+35 1.0827 0.3959 3.8858e-02 7.2629e-03 6.9959e-03 2.0980e-02 5.1942e-03
1461 308.6967 60.1774 1.0428e+37 9.1758e+35 1.5187e+36 1.8356e+35 1.4822 0.3241 5.3338e-02 1.0138e-02 9.5130e-03 3.4641e-02 7.9856e-03
1462 308.6972 60.1778 8.1726e+36 8.0971e+35 9.6924e+35 1.3043e+35 1.1577 0.3745 4.5704e-02 8.6129e-03 9.0442e-03 2.9540e-02 6.7964e-03
1463 308.6977 60.1782 1.0026e+37 1.0212e+36 9.0148e+35 1.098e+35 0.7203 0.2966 4.4142e-02 8.0754e-03 8.8680e-03 2.7339e-02 6.3689e-03
1464 308.6982 60.1787 1.1137e+37 7.301e+35 9.0212e+35 1.0759e+35 0.5555 0.2166 3.9399e-02 6.9967e-03 6.9470e-03 2.3318e-02 5.4969e-03
1465 308.7019 60.1817 2.0129e+37 1.0586e+36 1.0288e+37 1.1789e+36 3.4655 0.2519 4.1634e-02 6.7994e-03 5.8383e-03 3.1039e-02 6.7866e-03
1466 308.7024 60.1821 1.6737e+37 8.8176e+35 8.4967e+36 7.9071e+35 3.4547 0.1838 3.7596e-02 5.9223e-03 5.9982e-03 2.9160e-02 6.0988e-03
1467 308.6482 60.1388 1.0359e+37 5.5046e+35 6.68e+35 1.5172e+35 0.1952 0.6876 2.3433e-02 3.6985e-03 5.7874e-03 1.7007e-02 3.2586e-03
1468 308.6487 60.1392 2.4816e+37 1.3033e+36 2.4488e+36 2.5527e+35 0.8672 0.2155 3.5184e-02 5.2869e-03 8.1195e-03 2.5504e-02 4.9088e-03
1469 308.6493 60.1397 2.5155e+37 1.3209e+36 2.4645e+36 2.7442e+35 0.856 0.2375 3.7068e-02 5.5742e-03 9.3535e-03 2.6753e-02 5.1782e-03
1470 308.6498 60.1401 1.2471e+37 6.5989e+35 1.4598e+36 1.607e+35 1.137 0.2295 2.5696e-02 4.0576e-03 7.0486e-03 1.8888e-02 3.5782e-03
1471 308.701 60.1819 1.7577e+37 9.255e+35 3.441e+36 6.7369e+35 1.9495 0.4617 3.9561e-02 6.9558e-03 6.3162e-03 2.9942e-02 6.5857e-03
1472 308.7016 60.1823 1.0871e+37 5.7695e+35 3.78e+36 3.1352e+35 2.8569 0.1523 3.0071e-02 5.0348e-03 5.2548e-03 2.3061e-02 4.9954e-03
1473 308.6474 60.1391 3.0215e+36 1.8127e+35 9.7209e+35 1.5697e+35 2.7342 0.4049 1.8278e-02 3.0603e-03 4.6420e-03 1.2898e-02 2.4465e-03
1474 308.6479 60.1395 7.3471e+36 3.955e+35 8.5017e+35 1.1698e+35 1.1189 0.2963 2.2010e-02 3.5023e-03 5.3885e-03 1.5422e-02 2.9471e-03
1475 308.7002 60.1822 1.0517e+37 5.5861e+35 8.1765e+35 1.4634e+35 0.4907 0.4342 3.1401e-02 6.3971e-03 8.5497e-03 2.4702e-02 5.4588e-03
1476 308.7007 60.1826 9.1541e+36 4.8826e+35 9.7608e+35 1.2365e+35 0.9897 0.273 3.1247e-02 5.9628e-03 8.8364e-03 2.5288e-02 5.4108e-03
1477 308.646 60.1389 4.0195e+36 2.2862e+35 7.4102e+35 1.4351e+35 1.8546 0.5188 2.1750e-02 3.9536e-03 5.1519e-03 1.4117e-02 2.7508e-03
1478 308.6465 60.1393 4.3894e+36 2.4667e+35 6.823e+35 1.1237e+35 1.5851 0.3923 1.9904e-02 3.4521e-03 4.3854e-03 1.3188e-02 2.5413e-03
1479 308.6622 60.1521 2.1016e+37 1.3054e+36 3.3933e+36 2.8241e+35 1.6451 0.1923 4.8709e-02 7.4000e-03 8.0524e-03 3.0769e-02 6.8886e-03
1480 308.6627 60.1526 3.2015e+37 1.6752e+36 5.6055e+36 3.0965e+35 1.7731 0.0354 6.0595e-02 9.2619e-03 9.3023e-03 3.8395e-02 8.7091e-03
1481 308.6632 60.153 2.4985e+37 1.3086e+36 3.6351e+36 2.1297e+35 1.4806 0.0479 5.0510e-02 7.9099e-03 8.8819e-03 3.2755e-02 7.3709e-03
1482 308.6637 60.1534 1.3771e+37 7.2536e+35 1.0998e+36 1.0729e+35 0.5332 0.1449 3.8968e-02 6.2529e-03 8.3946e-03 2.5951e-02 5.7403e-03
1483 308.6643 60.1538 9.072e+36 1.6297e+36 7.4099e+35 1.0154e+35 0.5686 0.3677 3.1750e-02 5.1737e-03 7.8768e-03 2.1091e-02 4.6749e-03
1484 308.682 60.1684 3.4201e+37 1.7784e+36 2.5621e+36 2.0496e+35 0.432 0.1342 6.8600e-02 1.2609e-02 1.5459e-02 4.4246e-02 1.1503e-02
1485 308.6998 60.1829 8.31e+36 4.4483e+35 4.8645e+35 1.0051e+35 0.0424 0.531 3.5230e-02 7.8965e-03 1.5135e-02 2.9081e-02 6.3812e-03
1486 308.7004 60.1833 8.8042e+36 4.7024e+35 7.073e+35 1.0683e+35 0.5424 0.3362 3.8767e-02 8.5717e-03 1.5731e-02 3.2364e-02 7.1157e-03
1487 308.6383 60.1336 1.0657e+37 5.6586e+35 1.013e+36 1.8728e+35 0.8083 0.4719 6.6130e-02 9.1520e-03 1.0024e-02 3.0875e-02 7.4038e-03
1488 308.6388 60.134 1.0973e+37 5.8224e+35 9.2713e+35 1.6164e+35 0.622 0.4356 7.1593e-02 9.7259e-03 1.3457e-02 3.5111e-02 7.9549e-03
