ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,Sigma_star,LBol
1063,202.4711,47.195,1.8190000000000002e+38,9.423300000000001e+36,4.0803000000000004e+37,2.1097000000000002e+37,2.0909999999999997,0.8088,0.038731,0.008372399999999999,0.022877,0.045696,543.1736728146143,650.9165566294273,24.48154161617576,8568.539565661516,2.5124309392265197e+40
1064,202.4711,47.1956,1.5502000000000001e+38,8.0321e+36,3.7947e+37,1.9941e+37,2.2288,0.8096,0.033485,0.0068267,0.02221,0.038127,543.1779869065208,657.3965267759539,21.273444056770614,7445.705419869715,2.1411602209944753e+40
1065,202.4711,47.1961,1.2683e+38,6.5718e+36,2.8391000000000004e+37,1.5637000000000002e+37,2.0877,0.7808,0.030966000000000004,0.0058362,0.023813,0.034369,543.1815819831338,662.7965019107842,17.56832126391029,6148.912442368601,1.7517955801104973e+40
1066,202.4711,47.1967,1.0265e+38,5.3196e+36,2.1302000000000003e+37,1.1938e+37,1.9681,0.7608,0.030688999999999998,0.0053284,0.018341999999999997,0.031536,543.1858960750909,669.2764720892848,14.048792467408743,4917.07736359306,1.4178176795580112e+40
1067,202.4711,47.1972,8.7187e+37,4.5193e+36,1.8487000000000002e+37,9.2137e+36,2.002,1.5105,0.032402,0.005130600000000001,0.013243000000000001,0.029508999999999997,543.1894911517212,674.6764472527605,12.21104842141445,4273.8669474950575,1.2042403314917127e+40
1068,202.4711,47.1978,6.6028e+37,3.4237e+36,1.6167e+37,7.1905e+36,2.2293,1.0871,0.029549000000000002,0.0043159999999999995,0.0098927,0.023341999999999998,543.193805243694,681.1564174679509,10.356651173754024,3624.827910813908,9.119889502762431e+39
1069,202.4711,47.1983,4.6979e+37,2.4378000000000002e+36,1.2523e+37,6.375e+36,2.3635,1.6242,0.023809999999999998,0.0034192,0.0076994,0.01757,543.1974003203436,686.5563926640588,9.36632858180281,3278.2150036309836,6.488812154696132e+39
1070,202.4711,47.1989,3.7914e+37,1.9687000000000002e+36,1.0116000000000001e+37,5.6423e+36,2.365,2.3266,0.020084,0.0030971999999999996,0.0064167,0.015183000000000002,543.2017144123099,693.0363629209047,8.343035577955163,2920.0624522843073,5.236740331491713e+39
1071,202.4711,47.1995,2.8499000000000003e+37,1.4820000000000002e+36,8.0733e+36,4.3513000000000005e+36,2.4596,2.4407,0.015982,0.0028312,0.0061537,0.013045,543.2060285043276,699.5163332022307,6.529473653441013,2285.3157787043547,3.9363259668508294e+39
1072,202.4711,47.2,2.0249e+37,1.0556e+36,5.9502e+36,3.0861e+36,2.5175,1.6048,0.012686,0.0026166,0.0060488,0.011273,543.2096235810011,704.9163084566078,5.523601044925488,1933.260365723921,2.7968232044198896e+39
1073,202.4711,47.2006,1.7153e+37,8.961000000000001e+35,5.0987000000000004e+36,2.5640000000000002e+36,2.5356,1.4341,0.011603,0.0026352,0.0052151,0.010753,543.213937673057,711.3962787868107,4.990307362229757,1746.607576780415,2.3691988950276245e+39
1074,202.4711,47.2011,1.5386e+37,8.0484e+35,4.7066e+36,2.2434e+36,2.5810000000000004,1.5324,0.011287,0.0025633,0.0043792,0.01048,543.2175327497687,716.7962540838646,4.76270731505742,1666.947560270097,2.1251381215469616e+39
1075,202.4711,47.2017,1.0279000000000001e+37,5.4244e+35,4.9286000000000004e+36,1.7484e+36,3.2909,0.7391,0.010001999999999999,0.0021109,0.0038053000000000006,0.0090428,543.2218468418272,723.2762244679603,4.023013925275054,1408.0548738462687,1.41975138121547e+39
1076,202.4711,47.2022,7.7663e+36,4.1479e+35,4.1085e+36,9.9296e+35,3.4463,0.4745,0.009848899999999999,0.0018753,0.0038772,0.008737100000000001,543.2254419185966,728.6761998115265,3.4203362440417573,1197.1176854146152,1.0726933701657459e+39
1077,202.4711,47.2028,1.2807000000000002e+37,6.7222e+35,3.7664e+36,7.2841e+35,2.5188,0.3842,0.013537,0.0023196,0.004776300000000001,0.011838,543.2297560107244,735.15617025389,3.0457000301053263,1065.9950105368641,1.768922651933702e+39
1078,202.4711,47.2033,2.5805e+37,1.3425e+36,4.1744e+36,6.0994e+35,1.5745,0.2281,0.023452,0.0036738,0.0072602000000000005,0.020187,543.2333510874863,740.5561456485582,3.0585622843957583,1070.4967995385155,3.5642265193370164e+39
1079,202.4711,47.2039,2.3849e+37,1.2415e+36,2.7971e+36,6.8733e+35,1.0666,0.4374,0.027266000000000002,0.004037699999999999,0.009675299999999998,0.023091999999999998,543.2376651796491,747.0361161540452,2.7073516360729886,947.573072625546,3.294060773480663e+39
1080,202.4711,47.2045,1.0428e+37,5.5025e+35,1.4609000000000002e+36,5.9355e+35,1.3473,0.8491,0.021743000000000002,0.0031798,0.010842000000000001,0.017813,543.2419792718335,753.5160866961702,2.3029395496717773,806.0288423851221,1.4403314917127072e+39
1081,202.4711,47.205,2.7310000000000003e+36,1.6894e+35,7.4395e+35,4.1592e+35,2.3977,1.3977,0.017819,0.0026625,0.0093554,0.013556,543.2455743486677,758.9160621769156,2.0587704003798177,720.5696401329362,3.772099447513813e+38
1082,202.4711,47.21,1.6785e+37,8.7748e+35,1.2633e+36,1.6672e+35,0.3657,0.3028,0.014474,0.0039608,0.0054478,0.013808,543.2815251181313,812.9158186130234,1.7967445412982634,628.8605894543922,2.3183701657458566e+39
1083,202.4711,47.2111,1.1039000000000001e+38,5.7209e+36,1.0839e+37,7.9674e+35,0.7859,0.0888,0.049513,0.009929,0.011768,0.047133999999999995,543.2894342877083,824.7957654750895,3.1010236828874285,1085.3582890106,1.5247237569060774e+40
1084,202.4711,47.2117,4.0170000000000004e+37,2.086e+36,5.543400000000001e+36,4.3992e+35,1.3234,0.1145,0.020762,0.0039762,0.0070723,0.020806,543.2937483802468,831.2757365662034,2.177009349924444,761.9532724735554,5.548342541436464e+39
1085,202.4712,47.2311,1.373e+37,7.2142e+35,1.3129000000000001e+36,2.3858e+35,0.7439,0.2694,0.031025999999999998,0.006588200000000001,0.0050994,0.017518000000000002,542.6998742112969,1040.795328195189,1.2937660210078674,452.8181073527536,1.8964088397790055e+39
1086,202.4703,47.1761,1.0459000000000001e+37,5.5238e+35,6.6885e+35,3.9552e+35,0.1085,1.3927,0.035202,0.0068256,0.0076795000000000006,0.020672,548.9107686839344,446.79361763098336,1.7601847344270936,616.0646570494828,1.4446132596685083e+39
1087,202.4703,47.1767,1.4894e+37,7.8011e+35,1.1791000000000001e+36,6.7315e+35,0.4456,1.4242,0.035886,0.0071107,0.010448,0.021911,548.9150164023449,453.27358801702417,2.0195322153900777,706.8362753865272,2.0571823204419892e+39
1088,202.4703,47.1772,1.4697e+37,7.6994e+35,1.1306e+36,5.8048e+35,0.4004,1.6076,0.029341000000000002,0.005893600000000001,0.010019,0.018407,548.9185561676478,458.6735633170533,1.9217993262990956,672.6297642046834,2.0299723756906078e+39
1089,202.4703,47.1778,1.3816e+37,7.2468e+35,1.7797000000000002e+36,6.1041e+35,1.2145,0.7529,0.023808000000000003,0.004723,0.0062052,0.014613,548.9228038860068,465.1535336528659,2.2724011425263138,795.3403998842098,1.9082872928176798e+39
1090,202.4703,47.1783,1.6129e+37,8.4369e+35,2.9558e+36,7.8526e+35,1.7716,0.4872,0.023171999999999998,0.004377300000000001,0.0043865,0.013786000000000001,548.926343651308,470.5535089134165,2.828696188953322,990.0436661336628,2.2277624309392266e+39
1091,202.4703,47.1789,1.6356000000000002e+37,8.5533e+35,3.2784000000000003e+36,5.9811e+35,1.9132,0.3167,0.021564,0.0038171,0.0036750999999999997,0.012545,548.9305913696209,477.03347920357214,2.571084367249844,899.8795285374454,2.259116022099448e+39
1092,202.4703,47.1795,8.9992e+36,4.7795e+35,2.7609e+36,2.3601e+35,2.5855,0.1275,0.014621,0.0024857,0.0027225,0.0085596,548.9348390879296,483.51344947132486,2.1812281721507745,763.429860252771,1.2429834254143647e+39
1093,202.4703,47.1883,1.0040000000000001e+37,5.309e+35,1.7503e+36,1.466e+36,1.6926,1.9988,0.01551,0.0038721,0.005442499999999999,0.010948000000000001,548.9971389552757,578.553011694028,3.6269676539384417,1269.4386788784545,1.386740331491713e+39
1094,202.4703,47.1889,2.1777e+37,1.1348000000000001e+36,5.0008000000000004e+36,1.9919000000000002e+36,2.128,0.9658,0.018414,0.0037836,0.004319399999999999,0.012793,549.0013866735555,585.0329817914272,5.013774992886659,1754.8212475103305,3.007872928176796e+39
1095,202.4703,47.1895,3.0352e+37,1.5779e+36,7.9359e+36,2.3521000000000002e+36,2.333,0.5720000000000001,0.018941,0.003199,0.004242,0.013034,549.0056343917065,591.5129518897332,5.994685337793355,2098.139868227674,4.192265193370166e+39
1096,202.4703,47.19,2.8881e+37,1.5019e+36,7.818e+36,3.308e+36,2.3878,0.9699,0.016045,0.0023649,0.004388800000000001,0.011333,549.0091741568864,596.9129269734311,6.7133286787407265,2349.6650375592544,3.989088397790055e+39
1097,202.4703,47.1906,2.3516e+37,1.2245000000000001e+36,6.621400000000001e+36,4.3894e+36,2.45,1.0548,0.012941999999999999,0.0017725999999999998,0.0042008,0.009333200000000002,549.0134218751507,603.3928970770921,7.317227814160883,2561.029734956309,3.248066298342542e+39
1098,202.4703,47.1911,2.2866e+37,1.1911000000000001e+36,1.0368e+37,4.7458000000000005e+36,3.2027,1.1548,0.012247,0.0016079999999999998,0.0039769,0.0088436,549.0169616403641,608.7928721672071,8.218197722755816,2876.369202964536,3.15828729281768e+39
1099,202.4703,47.1917,4.2686e+37,2.2160000000000002e+36,1.3779e+37,5.7291e+36,2.6659,1.0535,0.018904,0.0023949,0.0059152,0.013544,549.0212093585125,615.2728422813514,9.783292712380275,3424.1524493330962,5.89585635359116e+39
1100,202.4703,47.1922,6.9637e+37,3.611e+36,1.7473e+37,7.9389e+36,2.2679,1.187,0.027843,0.0034933,0.0088256,0.020699000000000002,549.0247491237501,620.672817381954,11.89406920964186,4162.924223374651,9.618370165745857e+39
1101,202.4703,47.1928,5.2514e+37,2.7246000000000003e+36,1.8623e+37,9.2311e+36,2.8145,1.615,0.020784,0.0028120000000000003,0.0087084,0.017324000000000003,549.0289968419379,627.1527875110974,12.803968452910668,4481.3889585187335,7.253314917127073e+39
1102,202.4703,47.1933,7.8671e+37,4.0786e+36,2.0086000000000002e+37,1.0828e+37,2.2954,0.7563,0.025366,0.004122,0.016863999999999997,0.025480000000000003,549.0325366071022,632.5527626264272,14.275246850450873,4996.336397657806,1.0866160220994476e+40
1103,202.4703,47.1939,2.358e+38,1.2215000000000002e+37,2.8585e+37,1.3923e+37,1.1187,2.0161,0.056923,0.011239,0.046254,0.066275,549.0367843253458,639.0327327752043,18.50329048266282,6476.151668931987,3.256906077348067e+40
1104,202.4703,47.1945,3.9091e+38,2.0247000000000001e+37,4.6621e+37,2.0985000000000002e+37,1.093,1.7049,0.077141,0.016199,0.044351999999999996,0.092766,549.0410320435651,645.5127029368701,28.626132127189933,10019.146244516476,5.399309392265194e+40
1105,202.4703,47.195,4.3413000000000004e+38,2.2485e+37,8.0069e+37,4.0836000000000004e+37,1.7817,0.9006,0.076918,0.014928,0.028872000000000002,0.091411,549.0445718088109,650.9126780822759,45.204099185179466,15821.434714812813,5.996270718232045e+40
1106,202.4703,47.1956,3.3331e+38,1.7264e+37,8.094700000000001e+37,4.1496e+37,2.2164,0.7469,0.059801,0.010333,0.02855,0.068789,549.0488195270657,657.3926482710876,34.67096563158507,12134.837971054774,4.603729281767956e+40
1107,202.4703,47.1961,1.6871000000000002e+38,8.7407e+36,4.172e+37,2.0978000000000002e+37,2.2449,1.9916,0.035232,0.005642100000000001,0.031760000000000004,0.040744999999999996,549.0523592922882,662.7926234412349,21.55056507937049,7542.697777779671,2.3302486187845307e+40
1108,202.4703,47.1967,1.1972000000000001e+38,6.2036e+36,2.4102e+37,1.3922e+37,1.9202,0.7801,0.031401,0.004935800000000001,0.026529,0.034783999999999995,549.0566070105609,669.2725936621814,15.522193299121428,5432.7676546924995,1.6535911602209948e+40
1109,202.4703,47.1972,1.1248000000000001e+38,5.828900000000001e+36,1.9167000000000002e+37,1.0523000000000001e+37,1.6567,0.7309,0.036804,0.0058324,0.018603,0.036922,549.0601467758013,674.6725688609533,13.295969499308043,4653.589324757815,1.5535911602209948e+40
1110,202.4703,47.1978,1.0292e+38,5.3338e+36,1.6763000000000002e+37,8.7067e+36,1.5852,2.1164,0.039258,0.0062031000000000005,0.014709,0.033777999999999996,549.0643944941099,681.152539118512,11.48568087207132,4019.988305224962,1.4215469613259668e+40
1111,202.4703,47.1983,6.439300000000001e+37,3.339e+36,1.3660000000000002e+37,7.156000000000001e+36,2.0028,2.6314,0.027144,0.0043083999999999996,0.0094052,0.02129,549.0679342593867,686.552514349749,9.861872451170537,3451.655357909688,8.894060773480664e+39
1112,202.4703,47.1989,4.565900000000001e+37,2.3694e+36,1.2272e+37,5.904500000000001e+36,2.3766,1.433,0.019729,0.0032974000000000002,0.005813399999999999,0.015521,549.072181977709,693.0324846488387,9.123015496535617,3193.0554237874658,6.306491712707183e+39
1113,202.4703,47.1995,4.1117e+37,2.1344e+36,1.2505e+37,4.6467e+36,2.5717,0.6941,0.01708,0.003144,0.0052021,0.014174,549.0764296960573,699.5124549725331,7.617493010397215,2666.122553639025,5.67914364640884e+39
1114,202.4703,47.2,3.304e+37,1.7165e+36,9.061900000000001e+36,3.1662000000000003e+36,2.4086,0.7352,0.014044,0.0028816,0.0053895,0.012461,549.0799694613589,704.9124302621184,6.083493943525041,2129.2228802337645,4.56353591160221e+39
1115,202.4703,47.2006,3.7178e+37,1.9308000000000002e+36,7.2831e+36,2.8536e+36,1.8769,0.8872,0.015258,0.0033770000000000002,0.006130600000000001,0.014147999999999999,549.0842171797419,711.3924006347056,5.557754217967207,1945.2139762885224,5.1350828729281775e+39
1116,202.4703,47.2011,2.8466000000000003e+37,1.4803e+36,5.2097e+36,2.7152e+36,1.7694,0.9441,0.013378,0.0029892,0.0052562,0.012603,549.0877569450789,716.7923759669522,5.153039411100507,1803.5637938851776,3.9317679558011056e+39
1117,202.4703,47.2017,1.7612e+37,9.1941e+35,5.1521e+36,1.9775e+36,2.5103,0.6898,0.011165000000000001,0.0023624,0.0045915,0.010478,549.0920046634953,723.2723463932017,4.384726340272146,1534.6542190952512,2.432596685082873e+39
1118,202.4703,47.2022,6.306e+36,3.4103e+35,3.3057000000000004e+36,1.1644e+36,3.4318,0.7393,0.008493,0.0016317,0.004336199999999999,0.0079112,549.0955444288466,728.6723217723177,3.3889132775738298,1186.1196471508404,8.709944751381216e+38
1119,202.4703,47.2028,5.2822e+36,2.9033e+35,2.4437e+36,9.251e+35,3.2345,0.9215,0.0095778,0.0016367999999999999,0.0050073,0.008675299999999999,549.0997921473063,735.1522922570219,2.923564782196058,1023.2476737686203,7.29585635359116e+38
1120,202.4703,47.2033,9.4245e+36,4.9911e+35,2.7541e+36,7.1553e+35,2.5087,0.5593,0.014079,0.0021566,0.0055366999999999994,0.012223000000000001,549.1033319127016,740.5522676867791,2.8012187624679092,980.4265668637682,1.3017265193370167e+39
1121,202.4703,47.2039,9.4459e+36,5.0022e+35,2.6315000000000002e+36,6.3685e+35,2.4332,0.4292,0.017593,0.0025215999999999997,0.0063626,0.014565999999999999,549.1075796311793,747.032238234852,2.6722400177203327,935.2840062021164,1.304682320441989e+39
1122,202.4703,47.2045,6.132600000000001e+36,3.3274e+35,1.1638e+36,5.0383e+35,1.8267,1.1283,0.019024,0.0027344,0.008937299999999999,0.015287,549.1118273497111,753.5122088191763,2.2068081800109,772.382863003815,8.470441988950277e+38
1123,202.4703,47.205,2.2538000000000002e+36,1.4825e+35,4.665e+35,4.4158e+35,1.9638,1.4393,0.018595,0.0028482,0.011701999999999999,0.014303,549.1153671151726,758.9121843349932,2.050237341330189,717.5830694655662,3.1129834254143647e+38
1124,202.4703,47.2072,4.0716e+36,2.3151e+35,1.1588e+36,1.8199e+35,2.467,0.2582,0.024971,0.0045383,0.0064153000000000005,0.014948,549.1309420833592,782.6720769390727,1.8699446852276,654.48063982966,5.623756906077348e+38
1125,202.4703,47.2111,4.8942e+37,2.5399e+36,3.9797e+36,3.8759e+35,0.4879,0.1579,0.022004,0.004504600000000001,0.010721,0.025093,549.1585522552632,824.7918880635641,2.0388717537054517,713.6051137969081,6.759944751381215e+39
1126,202.4703,47.2117,2.8690000000000004e+37,1.4922e+36,3.1345e+36,3.3781e+35,0.9545,0.183,0.013837,0.0027964,0.0071342,0.016839,549.1627999741402,831.2718591969043,1.9447714527151407,680.6700084502993,3.9627071823204426e+39
1127,202.4703,47.2122,1.278e+37,6.7144e+35,2.7603000000000003e+36,3.7224e+35,2.0311,0.2084,0.008461399999999999,0.0018855,0.0043827,0.011063,549.1663397399078,836.6718351830647,1.999004735301976,699.6516573556916,1.765193370165746e+39
1128,202.4703,47.2133,1.0810000000000002e+37,5.7042e+35,8.0478e+35,5.0110000000000004e+35,0.3486,1.4888,0.011314,0.0037599000000000005,0.0071935,0.013818,549.174127224663,848.5517824915855,1.5502053412286374,542.5718694300231,1.493093922651934e+39
1129,202.4703,47.2139,1.8014000000000002e+37,9.4091e+35,2.0757e+36,4.2188e+35,1.0386,0.3788,0.021333,0.0079786,0.007921899999999999,0.02166,549.1783749436747,855.0317538335506,1.6013320388970704,560.4662136139747,2.4881215469613264e+39
1130,202.4695,47.1778,1.6529000000000002e+37,8.6429e+35,1.6697e+36,5.5778e+35,0.8306,0.8494,0.026787000000000002,0.0050287,0.0054678,0.01581,554.7956056289147,465.14971403690765,2.1638279227769033,757.3397729719161,2.2830110497237573e+39
1131,202.4695,47.1783,1.7838e+37,9.3181e+35,2.6083000000000002e+36,6.4935e+35,1.4148,0.4731,0.024618,0.004333399999999999,0.004060800000000001,0.014499000000000001,554.7990900828094,470.54968933236876,2.73001004277926,955.5035149727411,2.4638121546961327e+39
1132,202.4695,47.1789,1.8899e+37,9.8647e+35,3.7683e+36,4.0696e+35,1.9049,0.1598,0.023351,0.003797,0.0038419000000000005,0.013902000000000001,554.8032714274754,477.0296596648932,2.5720882967265406,900.2309038542892,2.6103591160220994e+39
1133,202.4695,47.1795,1.1085e+37,5.8449e+35,3.1815e+36,2.5526e+35,2.4803,0.1057,0.015793,0.0024552,0.0030616,0.0097321,554.8074527721324,483.5096299749628,2.149949053101734,752.4821685856069,1.5310773480662986e+39
1134,202.4695,47.1883,7.3091e+36,3.9199e+35,1.3423000000000002e+36,1.3905000000000002e+36,1.7749,1.2056,0.013747,0.0033372,0.0050386,0.0095181,554.8687791591585,578.5491928168568,3.468360058118298,1213.9260203414042,1.0095441988950277e+39
1135,202.4695,47.1889,1.6073e+37,8.4082e+35,3.7815000000000003e+36,1.8944000000000002e+36,2.1662,1.5481,0.015733,0.0031961,0.004317499999999999,0.010846,554.8729605037739,585.0291629564908,4.569960105817343,1599.4860370360702,2.2200276243093924e+39
1136,202.4695,47.1895,2.368e+37,1.2332000000000001e+36,6.3136e+36,1.9773000000000002e+36,2.3638,0.6082,0.016538999999999998,0.0027901,0.0041676000000000005,0.01137,554.8771418482364,591.5091330971189,5.292099774318318,1852.2349210114114,3.270718232044199e+39
1137,202.4695,47.19,2.2543e+37,1.1744e+36,7.198800000000001e+36,2.6583000000000002e+36,2.6489,0.7591,0.014053999999999999,0.0020909,0.0039406,0.0098562,554.8806263021577,596.9091082157007,6.108437917825634,2137.953271238972,3.113674033149171e+39
1138,202.4695,47.1906,2.0180000000000001e+37,1.0523e+36,7.691300000000001e+36,3.4217e+36,2.9283,1.079,0.012068,0.0016832999999999998,0.0036354,0.0085814,554.8848076466428,603.3890783618572,6.853311026522229,2398.65885928278,2.787292817679558e+39
1139,202.4695,47.1911,2.8807000000000003e+37,1.4978e+36,1.0290000000000001e+37,4.3799000000000005e+36,2.826,1.0413,0.014569,0.0019534,0.0042334,0.010369,554.8882921004097,608.7890534873369,7.949262837536327,2782.2419931377144,3.9788674033149174e+39
1140,202.4695,47.1917,4.802200000000001e+37,2.4921000000000001e+36,1.345e+37,5.399e+36,2.4417,0.9079999999999999,0.020947,0.002702,0.006287600000000001,0.014976,554.8924734449698,615.2690236435769,9.393569417438156,3287.749296103355,6.632872928176797e+39
1141,202.4695,47.1922,6.807300000000001e+37,3.5298e+36,1.518e+37,7.242800000000001e+36,2.0816,1.3962,0.027288,0.0034766999999999997,0.008797399999999999,0.020602000000000002,554.8959578987898,620.6689987794397,11.025939285235589,3859.078749832456,9.402348066298343e+39
1142,202.4695,47.1928,5.9473e+37,3.0847e+36,1.7895000000000002e+37,8.5681e+36,2.5549,1.2494,0.022665,0.0031134,0.0087851,0.019409,554.9001392433702,627.1489689505761,12.562745535776262,4396.960937521691,8.21450276243094e+39
1143,202.4695,47.1933,7.9527e+37,4.123e+36,1.9194000000000002e+37,1.0462000000000001e+37,2.2066,0.7588,0.024881999999999998,0.0040701999999999995,0.014769,0.025689999999999998,554.9036236971739,632.5489441010125,14.123803081580167,4943.331078553058,1.098439226519337e+40
1144,202.4695,47.1939,2.3838e+38,1.2348000000000002e+37,2.6052e+37,1.3875e+37,0.955,0.7376,0.055437,0.010591,0.043742,0.065808,554.9078050417459,639.0289142920599,18.666953541696987,6533.433739593946,3.2925414364640885e+40
1145,202.4695,47.1945,3.7307e+38,1.9322e+37,4.504300000000001e+37,2.1993e+37,1.1124,2.2262,0.07083400000000001,0.013347,0.037804000000000004,0.086998,554.9119863863239,645.508884495899,32.371603263480104,11330.061142218035,5.152900552486188e+40
1146,202.4695,47.195,4.986e+38,2.5823000000000003e+37,9.5594e+37,5.093e+37,1.8429,1.4781,0.084573,0.013708000000000001,0.028261,0.10350999999999999,554.9154708401468,650.9088596766933,61.67414677106699,21585.951369873444,6.886740331491713e+40
1147,202.4695,47.1956,4.7886000000000005e+38,2.4801e+37,1.058e+38,5.2858e+37,2.0669999999999997,0.816,0.081785,0.011341,0.034972,0.098083,554.9196521847623,657.388829907557,44.3003241538013,15505.113453830454,6.614088397790056e+40
1148,202.4695,47.1961,1.9800000000000002e+38,1.0257e+37,5.1236e+37,2.2445e+37,2.3166,0.9535,0.039445999999999995,0.005067899999999999,0.034372,0.048118,554.9231366385959,662.7888051129416,23.802818563018995,8330.986497056649,2.7348066298342547e+40
1149,202.4695,47.1967,1.1207e+38,5.8076e+36,2.6194e+37,1.4802e+37,2.1559,0.7358,0.028489999999999998,0.003773,0.028891000000000003,0.033412,554.9273179832022,669.2687753762798,16.423189618396602,5748.1163664388105,1.5479281767955803e+40
1150,202.4695,47.1972,9.6663e+37,5.0100000000000004e+36,1.8706e+37,1.1508e+37,1.8576,0.8265,0.030657,0.0045332,0.019343,0.032425,554.9308024370806,674.6687506099684,13.862220107848813,4851.777037747084,1.3351243093922652e+40
1151,202.4695,47.1978,1.0716e+38,5.5532e+36,1.6957000000000001e+37,9.5717e+36,1.5397,0.7416,0.037795999999999996,0.0061844,0.015465000000000001,0.034004,554.9349837817202,681.148720909807,12.361877051590564,4326.656968056697,1.480110497237569e+40
1152,202.4695,47.1983,9.1436e+37,4.7392000000000004e+36,1.5369e+37,7.9973e+36,1.6349,1.7096,0.032691000000000005,0.0055595,0.011578,0.026626999999999998,554.9384682356078,686.5486961762689,10.963532450750089,3837.236357762531,1.2629281767955801e+40
1153,202.4695,47.1989,6.4131e+37,3.3256000000000003e+36,1.3755e+37,6.432800000000001e+36,2.02,1.3112,0.022309,0.0038875999999999997,0.006811399999999999,0.018086,554.9426495802738,693.0286665175763,9.747732520849347,3411.7063822972714,8.857872928176796e+39
1154,202.4695,47.1995,5.6557e+37,2.9333000000000004e+36,1.4486000000000002e+37,5.2299e+36,2.3004,0.7525,0.018373,0.0033448999999999996,0.0054433,0.015511000000000002,554.9468309249592,699.5086368835601,8.734637912281997,3057.1232692986987,7.811740331491712e+39
1155,202.4695,47.2,4.908100000000001e+37,2.5466e+36,1.1022e+37,3.7382e+36,2.0927,0.7585,0.015557,0.0029990999999999998,0.0054008,0.013859999999999999,554.9503153788826,704.9086122082022,6.8370214505860405,2392.957507705114,6.77914364640884e+39
1156,202.4695,47.2006,6.385200000000001e+37,3.3115e+36,1.0738e+37,3.0064e+36,1.6358,0.5234,0.019081,0.0038593000000000004,0.006389,0.017743000000000002,554.9544967236056,711.3885826229834,6.540784258546839,2289.274490491394,8.819337016574586e+39
1157,202.4695,47.2011,4.8915e+37,2.5380000000000003e+36,9.476500000000001e+36,2.8778e+36,1.8593,0.5769,0.016515000000000002,0.0034048000000000004,0.0057573,0.015719999999999998,554.9579811775482,716.7885579905278,5.854380774000846,2049.0332709002964,6.75621546961326e+39
1158,202.4695,47.2017,2.5076e+37,1.3049000000000001e+36,5.2612e+36,2.1316000000000002e+36,1.9853,0.9082,0.01188,0.0024159000000000003,0.005193,0.011469,554.9621625223043,723.268528458948,4.452496447368958,1558.3737565791353,3.4635359116022104e+39
1159,202.4695,47.2022,1.2676e+37,6.6574e+35,2.9914e+36,1.2795000000000001e+36,2.1711,1.0891,0.009977600000000001,0.001939,0.0053549,0.009720600000000001,554.9656469762765,728.668503873233,3.512327760529727,1229.3147161854044,1.750828729281768e+39
1160,202.4695,47.2028,1.1835000000000002e+37,6.2238e+35,3.0245e+36,1.0102e+36,2.2969,0.6339,0.012071,0.0021585999999999997,0.0060519,0.011399,554.9698283210672,735.1484744002374,3.270157701005105,1144.5551953517868,1.634668508287293e+39
1161,202.4695,47.2033,9.9308e+36,5.2469e+35,3.1345e+36,8.1269e+35,2.6305,0.4557,0.014322,0.0022978,0.006238399999999999,0.012738,554.9733127750817,740.5484498651048,2.906610149042373,1017.3135521648305,1.3716574585635358e+39
1162,202.4695,47.2039,4.9158000000000005e+36,2.7216e+35,1.9306e+36,6.1341e+35,2.9756,0.6489,0.01461,0.0021536999999999997,0.0062576,0.012044,554.9774941199037,747.028420455415,2.492517135216636,872.3809973258226,6.789779005524863e+38
1163,202.4695,47.2045,3.1942000000000004e+36,1.8992e+35,8.7599e+35,4.738e+35,2.4084,1.4966,0.016985,0.002496,0.0082288,0.013503999999999999,554.981675464769,753.5083910818729,2.163193137637144,757.1175981730004,4.4118784530386746e+38
1164,202.4695,47.2106,1.222e+37,6.4259e+35,2.0759000000000002e+36,1.5662e+35,1.6519,0.1193,0.008740600000000001,0.002313,0.0053956,0.010745000000000001,555.0241858056802,819.3880948520849,1.8249696922561367,638.7393922896479,1.6878453038674032e+39
1165,202.4695,47.2111,1.8281000000000002e+37,9.5458e+35,2.3100000000000003e+36,2.6447e+35,1.1843,0.2004,0.009246299999999999,0.0022973000000000004,0.0065944,0.012188,555.0276702599976,824.7880707906387,1.8318789856478952,641.1576449767633,2.525e+39
1166,202.4695,47.2117,1.7719e+37,9.2559e+35,2.1713000000000002e+36,3.026e+35,1.1359,0.2543,0.0082414,0.0020746,0.0053824,0.01122,555.031851605208,831.2680419661335,1.941315701692552,679.4604955923932,2.4473756906077348e+39
1167,202.4695,47.2122,1.7192e+37,8.9843e+35,2.6038e+36,4.2659e+35,1.4705,0.2611,0.0081346,0.002235,0.004635,0.011084,555.0353360595755,836.6680179876844,2.2007509332856694,770.2628266499843,2.374585635359116e+39
1168,202.4695,47.2128,1.204e+37,6.3344e+35,1.5087e+36,4.3203e+35,1.1711,0.6287,0.0072259,0.0022478000000000003,0.0050488,0.009584,555.0395174048517,843.1479892650043,1.7904878013752938,626.6707304813528,1.6629834254143645e+39
1169,202.4695,47.2133,1.9477e+37,1.0163000000000001e+36,1.4302000000000002e+36,5.1203e+35,0.3269,1.0048,0.012179,0.0041735,0.008163,0.014988,555.0430018592747,848.5479653734996,1.6817063946236974,588.5972381182941,2.690193370165746e+39
