ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,Sigma_star,LBol
109,202.5145,47.205,2.5584e+37,1.3317e+36,1.9457e+36,1.3910000000000001e+35,0.3823,0.1038,0.036571,0.011941,0.007698300000000001,0.026844,224.80936009154567,759.2165638871007,1.340264737320848,469.09265806229683,3.533701657458564e+39
110,202.5145,47.2055,2.9265e+37,1.5219e+36,2.5829000000000002e+36,1.6791e+35,0.6174,0.0865,0.038262,0.0093739,0.0081305,0.027051,224.81595581175017,764.6165373610213,1.3853084502705382,484.85795759468834,4.0421270718232046e+39
111,202.5145,47.2061,1.6536000000000002e+37,8.6466e+35,1.7555e+36,1.4062e+35,0.9091,0.1321,0.025393000000000002,0.004965600000000001,0.0062214,0.017865,224.82387067591716,771.0965055666379,1.2671128684399429,443.48950395398,2.2839779005524866e+39
112,202.5136,47.1616,3.7217e+37,1.9333000000000002e+36,3.3099000000000004e+36,3.1344e+35,0.6294,0.1566,0.0454,0.0079224,0.012044,0.039869999999999996,230.8457681009006,290.49084752735587,1.1725463286994104,410.3912150447937,5.1404696132596687e+39
113,202.5136,47.1622,1.7223000000000001e+37,9.0017e+35,1.8379000000000002e+36,1.9879e+35,0.9173,0.2065,0.021886000000000003,0.004117,0.010985,0.023155000000000002,230.853608295705,296.970816592363,0.7287030956180227,255.04608346630795,2.3788674033149174e+39
114,202.5136,47.1639,1.6016e+37,8.3799e+35,1.11e+36,2.14e+35,0.2355,0.3903,0.018984,0.0082851,0.015388999999999998,0.034216,230.87582218039813,315.3307286095514,0.6609281861156668,231.32486514048338,2.2121546961325965e+39
115,202.5136,47.1644,1.7912e+37,9.3564e+35,1.6942e+36,2.4971e+35,0.7267,0.2492,0.02029,0.009926299999999999,0.016183000000000003,0.032526,230.88235567576905,320.73070264183286,0.728305341588216,254.9068695558756,2.474033149171271e+39
116,202.5136,47.165,2.3848e+37,1.2420000000000001e+36,2.5369000000000003e+36,4.3461e+35,0.9124,0.2792,0.025686,0.012343999999999999,0.015854,0.035148,230.89019587000942,327.2106714280139,0.9655121042212502,337.9292364774376,3.293922651933702e+39
117,202.5136,47.1655,2.2e+37,1.1466000000000001e+36,2.5271e+36,3.6116e+35,1.0337,0.2231,0.02474,0.010998,0.011366,0.029148,230.89672936541598,332.6106453742192,0.850638175605973,297.72336146209057,3.038674033149171e+39
118,202.5136,47.1661,1.3538e+37,7.1048e+35,1.374e+36,1.7892e+35,0.8379,0.2605,0.018305000000000002,0.0073762,0.0082661,0.019469999999999998,230.90456955962756,339.09061405963297,0.6688337423572599,234.09180982504097,1.869889502762431e+39
119,202.5137,47.2044,1.7129000000000002e+37,8.9521e+35,1.4771e+36,1.3821e+35,0.5808,0.1412,0.029649000000000002,0.010997,0.0068699,0.021359,230.67130301146324,752.7294552835207,1.1923456641095151,417.3209824383303,2.3658839779005527e+39
120,202.5137,47.205,2.0001e+37,1.0433000000000001e+36,3.1112000000000003e+36,3.0358e+35,1.5126,0.121,0.028643000000000002,0.008254899999999999,0.0066947000000000005,0.020697999999999998,230.67915150192172,759.2094234640585,1.2961238439593925,453.64334538578737,2.7625690607734806e+39
121,202.5137,47.2055,1.156e+37,6.0881e+35,1.3571e+36,1.5204e+35,1.068,0.2286,0.018413,0.00405,0.0053833,0.013105,230.6856919106039,764.6093969776964,1.1275327651226832,394.63646779293913,1.5966850828729282e+39
122,202.5128,47.1616,1.4005e+37,7.3444e+35,1.0263e+36,1.9206e+35,0.3236,0.3521,0.01867,0.0038899,0.013928,0.020944,236.72036055677154,290.48377133087564,0.6566459015814606,229.82606555351123,1.9343922651933702e+39
123,202.5128,47.1622,1.1582000000000002e+37,6.1009e+35,1.0153e+36,2.0829e+35,0.6066,0.4154,0.013314,0.0033445,0.015415,0.019344,236.72813437773223,296.96374044316445,0.5936904616582572,207.79166158039004,1.5997237569060776e+39
124,202.5128,47.1639,1.519e+37,7.9539e+35,1.3092000000000001e+36,2.6958e+35,0.58,0.4218,0.011776,0.0066763000000000005,0.014830000000000001,0.023958,236.75016020365499,315.32365259467656,0.6617260171935696,231.60410601774936,2.0980662983425415e+39
125,202.5128,47.1644,1.8758e+37,9.7931e+35,1.6213e+36,2.3005e+35,0.5843,0.2688,0.013779,0.0078524,0.014962,0.024208,236.75663838747502,320.7236266663852,0.6827756497682503,238.97147741888762,2.5908839779005525e+39
126,202.5128,47.165,2.795e+37,1.454e+36,1.8640000000000002e+36,2.6188e+35,0.1747,0.2688,0.01995,0.010042,0.015019999999999999,0.029,236.76441220827672,327.203595500178,0.7935820973494017,277.75373407229057,3.860497237569061e+39
127,202.5128,47.1655,4.1407e+37,2.15e+36,2.9987e+36,3.0711e+35,0.305,0.1908,0.030592,0.012842,0.012409,0.03656,236.7708903920393,332.6035694857094,0.9140758033085902,319.9265311580066,5.719198895027625e+39
128,202.5128,47.1661,3.24e+37,1.6841e+36,3.8695000000000004e+36,3.9609e+35,1.0952,0.1849,0.028054000000000003,0.009905500000000001,0.009601299999999998,0.029493000000000002,236.7786642126934,339.0835382186374,1.0488144495974967,367.0850573591238,4.475138121546962e+39
129,202.5128,47.1666,1.3903e+37,7.2922e+35,1.6751e+36,2.3733e+35,1.109,0.2755,0.017037,0.0053133,0.008963200000000001,0.016432,236.78514239642442,344.48351212205057,0.6872552143293702,240.53932501527956,1.920303867403315e+39
130,202.5128,47.1705,1.4726000000000001e+37,7.715e+35,1.1566000000000001e+36,1.4609e+35,0.4333,0.1718,0.09010399999999999,0.014322,0.010381,0.036392,236.83567222832679,386.60330739668944,0.6517267302315769,228.10435558105192,2.0339779005524865e+39
131,202.5128,47.205,1.5941e+37,8.3398e+35,1.994e+36,1.7347e+35,1.1683,0.1471,0.024234000000000002,0.0063298,0.0053226,0.017053,237.28266685442884,759.2014623740442,1.3237994467137804,463.3298063498231,2.2017955801104972e+39
132,202.5128,47.2055,1.865e+37,9.7362e+35,2.0745000000000002e+36,1.9578e+35,0.9829,0.1704,0.026331,0.0054014,0.0063694,0.018599,237.2891450378751,764.6014359321211,1.3136598828776072,459.7809590071625,2.5759668508287293e+39
133,202.5119,47.1622,1.2735000000000001e+37,6.6918e+35,8.3334e+35,1.9370000000000003e+35,0.1448,0.4895,0.011504,0.0043226,0.011744,0.018316,243.3369762366206,296.9558516695337,0.6292314782774253,220.23101739709887,1.7589779005524863e+39
134,202.5119,47.1628,1.2972e+37,6.8137e+35,9.7051e+35,2.164e+35,0.3563,0.4609,0.009126700000000001,0.0043286999999999996,0.011548000000000001,0.015897,243.3446753870702,303.43582077281366,0.6413750453479767,224.48126587179186,1.7917127071823203e+39
135,202.5119,47.1633,1.8928000000000001e+37,9.8803e+35,1.6010000000000002e+36,2.4056e+35,0.5502,0.2939,0.010581,0.0057556000000000005,0.011187,0.017888,243.3510913458072,308.83579497897233,0.760851559903109,266.2980459660882,2.614364640883978e+39
136,202.5119,47.1639,2.3033e+37,1.1999e+36,2.6221e+36,3.1821e+35,1.0195,0.2114,0.01166,0.006452299999999999,0.011023999999999999,0.018925,243.3587904962301,315.3157639717429,0.8956717458277541,313.48511103971396,3.181353591160221e+39
137,202.5119,47.1644,2.4114e+37,1.2558e+36,2.3987e+36,3.1485e+35,0.8064,0.2186,0.012235,0.0062938000000000004,0.011567000000000001,0.018593000000000002,243.36520645481014,320.7157380878693,0.935459550647172,327.4108427265102,3.3306629834254145e+39
138,202.512,47.1655,1.1207e+38,5.8079e+36,7.5073e+36,5.5825e+35,0.1818,0.0987,0.061845000000000004,0.021973,0.018576,0.07463,242.64505143253223,332.59655374355253,1.560375647976527,546.1314767917844,1.5479281767955803e+40
139,202.512,47.1661,8.436900000000001e+37,4.3739e+36,1.1558e+37,1.1423000000000001e+36,1.3119,0.1228,0.05624199999999999,0.016263,0.013771,0.060815999999999995,242.65275887936556,339.0765225236915,1.9012385718565092,665.4335001497782,1.165317679558011e+40
140,202.512,47.1666,2.0340000000000001e+37,1.0609e+36,2.8840000000000004e+36,2.6962e+35,1.3663,0.1745,0.019753,0.0049825,0.0087096,0.019841,242.65918175163327,344.4764964664721,0.7787096823932237,272.5483888376283,2.80939226519337e+39
141,202.512,47.205,2.6662e+37,1.3873000000000002e+36,1.7809e+36,1.9412e+35,0.1773,0.2138,0.038113,0.0091734,0.0070286,0.025632,243.1524582934666,759.1944497481436,1.5365662122939223,537.7981743028728,3.682596685082873e+39
142,202.512,47.2055,4.5972e+37,2.3862e+36,4.9969e+36,5.3348e+35,0.9464,0.1351,0.059190999999999994,0.01142,0.01042,0.040494,243.15888116535112,764.5944233457612,1.8556375490514647,649.4731421680126,6.349723756906077e+39
143,202.512,47.2061,1.6059e+37,8.4012e+35,2.5848000000000003e+36,2.4331e+35,1.5664,0.1441,0.026706,0.0043804,0.0069483999999999995,0.019006,243.16658861186187,771.0743916996083,1.2864844912115465,450.26957192404126,2.218093922651934e+39
144,202.512,47.2122,1.0567e+37,5.5797e+35,7.7281e+35,1.3070000000000001e+35,0.3204,0.3274,0.033342000000000004,0.007167399999999999,0.0043403,0.015477000000000001,243.2449476527892,836.9540725788574,1.3642769383176678,477.4969284111837,1.4595303867403314e+39
145,202.512,47.2128,2.2078e+37,1.1505000000000001e+36,1.8199e+36,1.6925e+35,0.5094,0.1208,0.050535000000000004,0.010775,0.0059592,0.023321,243.2526550999108,843.4340414789954,1.6736386349519343,585.773522233177,3.049447513812155e+39
146,202.512,47.2133,1.5943000000000002e+37,8.3413e+35,1.3405000000000002e+36,1.3458e+35,0.5407,0.1448,0.036345,0.0074143,0.0054528,0.017762,243.2590779723913,848.8340156065523,1.4313072253526269,500.9575288734194,2.2020718232044202e+39
147,202.512,47.2166,8.841700000000001e+36,4.6991e+35,1.0789e+36,1.6283e+35,1.1292,0.2501,0.021662,0.0036255000000000003,0.0025445999999999997,0.0098884,243.30146893253743,884.4738459096118,1.7549014991037577,614.2155246863152,1.221229281767956e+39
148,202.512,47.2172,1.2816e+37,6.7326e+35,2.069e+36,1.8023e+35,1.5713,0.1109,0.026400999999999997,0.004340999999999999,0.0027723,0.011917,243.30917638021916,890.9538152648836,1.9873726613167784,695.5804314608724,1.7701657458563537e+39
149,202.512,47.2183,9.1437e+36,4.8531e+35,9.9273e+35,1.2271e+35,0.9446,0.1777,0.022394,0.0034059,0.0033029000000000005,0.010819,243.3233067009274,902.8337592607187,1.343211396467338,470.1239887635683,1.2629419889502763e+39
150,202.5111,47.1622,1.7419e+37,9.1023e+35,1.4874000000000002e+36,1.8946e+35,0.5653,0.2393,0.012172,0.0057059,0.0068611,0.017971,249.21150234829705,296.948903332028,0.8849129721000505,309.7195402350177,2.4059392265193373e+39
151,202.5111,47.1628,3.3064e+37,1.7185e+36,2.106e+36,2.3585e+35,0.1021,0.2256,0.015927,0.007660300000000001,0.0092163,0.023005,249.2191351250453,303.4288724825094,0.9084639338111252,317.9623768338938,4.566850828729282e+39
152,202.5111,47.1633,7.575500000000001e+37,3.9279e+36,5.6421e+36,5.9139e+35,0.3492,0.2218,0.028959,0.013113999999999999,0.01248,0.03913,249.22549577227898,308.82884672792323,1.551850865314451,543.1478028600578,1.046339779005525e+40
153,202.5111,47.1639,6.9035e+37,3.5800000000000003e+36,9.3478e+36,8.8367e+35,1.2935,0.1724,0.024909999999999998,0.01039,0.011845999999999999,0.033422,249.2331285490781,315.30881576796355,1.590079748878244,556.5279121073854,9.535220994475139e+39
154,202.5111,47.1644,3.5430000000000004e+37,1.8408000000000002e+36,4.0285e+36,3.7771e+35,1.0175,0.1787,0.013893,0.0053701,0.010994,0.018666,249.23948919625457,320.70878992343034,0.9545759029748221,334.1015660411877,4.8936464088397796e+39
155,202.5111,47.1661,7.744400000000001e+37,4.0154000000000005e+36,7.947600000000001e+36,5.8333e+35,0.8556,0.0779,0.048244,0.011604999999999999,0.013556,0.056930999999999995,249.26111539647067,339.0687017602249,1.4345964947645895,502.10877316760633,1.0696685082872929e+40
156,202.5111,47.1666,1.72e+37,8.9894e+35,1.5886e+36,1.8067e+35,0.6891,0.2481,0.01655,0.0034816,0.007501899999999999,0.018252,249.26747604345886,344.4686757473487,0.7340643049166604,256.92250672083117,2.3756906077348067e+39
157,202.5112,47.2055,2.7786000000000003e+37,1.4455e+36,2.5364e+36,3.0093e+35,0.6706,0.1866,0.042453,0.0076627,0.0083627,0.028408,249.0286173073167,764.5874708988633,1.6659104618336744,583.0686616417861,3.8378453038674035e+39
158,202.5112,47.2172,1.9845000000000002e+37,1.0353000000000001e+36,1.5076e+36,2.2672e+35,0.3805,0.2515,0.03524,0.0049787,0.0047707,0.016832,249.1776182348275,890.9468637399369,1.7022353072462189,595.7823575361766,2.741022099447514e+39
159,202.5112,47.2178,2.5671e+37,1.3361e+36,2.8593e+36,2.9736e+35,0.985,0.1407,0.043311,0.0056614,0.0045194,0.020232,249.18525930881734,897.4268332105951,2.0513032478546998,717.9561367491449,3.545718232044199e+39
160,202.5112,47.2183,1.1374e+37,5.993000000000001e+35,1.3833e+36,1.2188e+35,1.1238,0.1395,0.025527,0.0030926,0.0029861999999999996,0.012481,249.19162687044198,902.8268078224388,1.5341280650902818,536.9448227815986,1.5709944751381214e+39
161,202.5103,47.1622,2.8178e+37,1.4658e+36,2.4776000000000003e+36,2.2907e+35,0.6114,0.1275,0.016543000000000002,0.0072036999999999995,0.0067914,0.022022,255.08602847469345,296.9420151412556,1.2276354516934205,429.67240809269714,3.891988950276243e+39
162,202.5103,47.1633,2.6328e+38,1.3638e+37,1.8657e+37,1.3548000000000002e+36,0.2707,0.0851,0.08626900000000001,0.028664999999999996,0.019516,0.10092000000000001,255.09990021360352,308.82195862351523,4.599970420757912,1609.9896472652692,3.63646408839779e+40
163,202.5103,47.1639,2.1633000000000003e+38,1.1207e+37,2.9885000000000003e+37,3.0755000000000004e+36,1.3252,0.129,0.067703,0.020082,0.017497,0.080465,255.10746661656222,315.3019277105655,4.675734550378083,1636.507092632329,2.987983425414365e+40
164,202.5103,47.1644,6.1506e+37,3.1902e+36,8.792e+36,6.0582e+35,1.3791,0.1058,0.021381999999999998,0.005986699999999999,0.01231,0.026458999999999996,255.1137719522386,320.70190190522743,1.2812215943313772,448.427558015982,8.495303867403316e+39
165,202.5103,47.165,3.0041e+37,1.5621000000000002e+36,1.8151000000000002e+36,1.733e+35,0.0188,0.1812,0.012916,0.0034676000000000004,0.011337,0.017317,255.12133835538987,327.18187088670464,0.7804107338670673,273.1437568534735,4.149309392265193e+39
166,202.5104,47.2089,1.1690000000000001e+37,6.1548e+35,1.5166e+36,3.8944e+35,1.226,0.4317,0.031262,0.008483599999999999,0.0058418,0.017552,254.94127675850208,801.3004003739483,1.5504407272965737,542.6542545538008,1.6146408839779007e+39
167,202.5104,47.2144,1.8743e+37,9.7837e+35,1.4227000000000002e+36,3.0339e+35,0.3792,0.319,0.020215,0.005207,0.0047252,0.018364,255.01071150418895,860.7001154787426,1.778166003631771,622.3581012711198,2.5888121546961327e+39
168,202.5104,47.2183,1.4222e+37,7.4551e+35,8.820000000000001e+35,1.0962e+35,0.0599,0.1941,0.031983,0.0034023000000000005,0.0044808,0.016812999999999998,255.05994705469837,902.8199165216901,1.3822024985986907,483.7708745095417,1.964364640883978e+39
169,202.5095,47.1639,1.9317000000000002e+38,1.0008e+37,1.8536e+37,1.2764e+36,0.7494,0.0697,0.063015,0.014059,0.016773,0.073519,260.98180469916525,315.29509979958345,3.2661846534515018,1143.1646287080257,2.668093922651934e+40
170,202.5095,47.1644,6.053e+37,3.1397e+36,6.5988e+36,4.1808e+35,0.9511,0.0853,0.022412,0.0047832000000000005,0.012315999999999999,0.027956,260.98805472362994,320.6950740335531,1.2256316479028249,428.9710767659887,8.360497237569061e+39
171,202.5095,47.165,2.1943e+37,1.1436e+36,1.5406000000000002e+36,1.6458e+35,0.256,0.2086,0.010795,0.0023236999999999997,0.010454000000000001,0.015212999999999999,260.99555475264566,327.1750430616903,0.7003839012828823,245.1343654490088,3.030801104972376e+39
172,202.5095,47.1655,1.2362000000000001e+37,6.5001e+35,7.988e+35,1.1946e+35,0.1249,0.2506,0.008803700000000001,0.0018842,0.0065851,0.013144999999999999,261.0018047769142,332.5750172094307,0.7786099405067937,272.5134791773778,1.7074585635359118e+39
173,202.5096,47.2,3.8885000000000004e+37,2.0195000000000003e+36,3.3497e+36,5.6482e+35,0.579,0.2861,0.049822000000000005,0.015071000000000001,0.009562200000000002,0.033224000000000004,260.69926332210537,705.1740369116263,1.7971943746963988,629.0180311437396,5.370856353591161e+39
174,202.5096,47.2005,1.7594e+37,9.1918e+35,1.9677e+36,3.8740000000000006e+35,0.9914,0.3636,0.028091,0.0072089,0.005602,0.017102000000000003,260.7055202595617,710.5740103925407,1.6335099554902457,571.728484421586,2.430110497237569e+39
175,202.5096,47.2089,9.4578e+36,5.0128e+35,8.3241e+35,5.3917e+35,0.613,1.1049,0.024841,0.0067303,0.0045795,0.013334,260.81063681250856,801.2935684732531,1.6946711124875795,593.1348893706528,1.3063259668508287e+39
176,202.5096,47.2144,2.751e+37,1.4312e+36,1.749e+36,2.3064e+35,0.0991,0.2092,0.017157,0.0065601,0.0053162,0.021711,260.87946313259965,860.693284009648,1.997237739212654,699.0332087244288,3.799723756906078e+39
177,202.5087,47.1622,2.1228e+37,1.1067000000000001e+36,1.344e+36,1.6095e+35,0.0925,0.2231,0.015392,0.0046638999999999995,0.0071405,0.018739,266.83508077281857,296.92841919935034,0.8843149770600531,309.5102419710186,2.932044198895028e+39
178,202.5087,47.1628,3.5594e+37,1.8493000000000002e+36,2.1717000000000002e+36,1.9870000000000003e+35,0.0342,0.1368,0.018186,0.0045677,0.008876299999999998,0.021925999999999998,266.84251442866,303.40838849102755,1.0301659477907958,360.55808172677854,4.916298342541437e+39
179,202.5087,47.1644,3.0784000000000003e+37,1.6005e+36,2.2560000000000002e+36,1.8778e+35,0.3237,0.1231,0.014794,0.0026301,0.011611,0.020455,266.8623375101953,320.68830630793093,0.828457716735033,289.96020085726155,4.251933701657459e+39
180,202.5087,47.165,1.2964e+37,6.8091e+35,1.0415000000000001e+36,1.3779e+35,0.4688,0.2218,0.0088421,0.0016367,0.0089064,0.013627,266.86977116559865,327.1682753830658,0.6806103993636704,238.21363977728464,1.79060773480663e+39
181,202.5087,47.1989,2.2293000000000003e+37,1.1616000000000001e+36,1.4553e+36,4.5639e+35,0.1411,0.7165,0.026367,0.008013,0.007559899999999999,0.020072,267.28977264591407,693.2864804350634,1.6210605330808536,567.3711865782988,3.07914364640884e+39
182,202.5087,47.2,5.686e+37,2.9497000000000003e+36,5.882900000000001e+36,7.2355e+35,0.8684,0.1601,0.061662,0.015088999999999998,0.010851999999999999,0.040332,267.30340101227114,705.1664221247368,2.0598718036674217,720.9551312835976,7.853591160220995e+39
183,202.5087,47.2005,1.815e+37,9.4785e+35,2.8299e+36,3.2447e+35,1.5163,0.2111,0.025717,0.0053596,0.0047743,0.015622,267.30959572429896,710.5663956497298,1.7764604376639486,621.761153182382,2.5069060773480666e+39
184,202.5088,47.2139,1.538e+37,8.0509e+35,1.0407e+36,2.4272e+35,0.1976,0.4519,0.007428100000000001,0.0048311000000000005,0.0035840000000000004,0.010659,266.7420131495014,855.2865383033376,1.891194858357771,661.9182004252198,2.1243093922651935e+39
185,202.5088,47.2144,3.099e+37,1.6110000000000002e+36,1.866e+36,3.8629e+35,0.0134,0.3512,0.011942,0.0063599,0.006152,0.017125,266.7482147766047,860.686512678711,1.9881207187917518,695.8422515771131,4.280386740331492e+39
186,202.5079,47.1622,2.625e+37,1.3662000000000001e+36,2.4277e+36,2.3164e+35,0.6912,0.1228,0.024883000000000002,0.0067337000000000004,0.010456,0.028424,272.70960694560284,296.9217114483364,0.8964429172048434,313.7550210216952,3.6256906077348066e+39
187,202.5079,47.1628,1.6814e+37,8.7901e+35,1.7079000000000002e+36,1.509e+35,0.8394,0.1319,0.012965,0.0029423,0.007718200000000001,0.015722,272.7169742277873,303.4016807868779,0.7627843445982345,266.97452060938207,2.3223756906077348e+39
188,202.5079,47.1967,3.3795e+37,1.7562e+36,2.8526000000000004e+36,6.5849e+35,0.5469,0.4011,0.039288,0.011355,0.0076611000000000005,0.027712999999999998,273.1332255987494,669.5198922376907,2.2193331143618265,776.7665900266393,4.667817679558011e+39
189,202.5079,47.1972,2.8757e+37,1.4956000000000002e+36,3.3312e+36,6.4269e+35,1.047,0.3344,0.031784,0.008787600000000001,0.00628,0.02248,273.1393649993869,674.9198656920507,2.107941792945038,737.7796275307633,3.971961325966851e+39
190,202.5079,47.1983,3.6248e+37,1.883e+36,2.8322e+36,6.0574e+35,0.4249,0.3369,0.03695,0.009330100000000001,0.009539,0.027648000000000002,273.1528716807075,686.7998073433143,2.0296144444447486,710.365055555662,5.0066298342541437e+39
191,202.5079,47.1989,1.8413e+37,9.6139e+35,1.6242000000000002e+36,4.3846e+35,0.6166,0.6815,0.02147,0.0053321,0.0061512,0.015953,273.1602389616133,693.279775548967,1.6255356448877032,568.9374757106962,2.543232044198895e+39
