ID RA Dec LHa E_LHa LPab E_Pab AHa E_AHa Ha/24um Ha/70um Ha/8um Ha/12um
1606 202.4605 47.2133 1.1421e+37 6.0178e+35 1.5901e+36 2.3644e+35 1.3375 0.262 1.7428e-02 2.4623e-03 6.3352e-03 1.4150e-02
1607 202.4605 47.2289 3.0762e+37 1.5997e+36 4.6291e+36 2.8991e+35 1.4603 0.0556 2.4628e-02 6.0757e-03 5.3418e-03 2.3769e-02
1608 202.4605 47.2295 4.8781e+37 2.532e+36 8.7612e+36 8.5224e+35 1.7397 0.1197 3.5358e-02 7.2765e-03 7.4170e-03 3.3115e-02
1609 202.4605 47.23 2.1603e+37 1.1265e+36 3.5226e+36 2.1576e+35 1.587 0.0728 1.7995e-02 3.4100e-03 5.3569e-03 1.6432e-02
1610 202.4605 47.2306 1.2885e+37 6.7739e+35 2.1477e+36 1.4824e+35 1.6218 0.0833 1.3399e-02 2.5895e-03 4.4195e-03 1.2210e-02
1611 202.4605 47.2322 6.1159e+37 3.1733e+36 4.6733e+36 4.5029e+35 0.3897 0.1173 8.5213e-02 1.7485e-02 1.4072e-02 5.7670e-02
1612 202.4605 47.2328 3.8317e+37 1.9907e+36 3.4951e+36 2.0402e+35 0.6695 0.058 6.3854e-02 1.1674e-02 1.0254e-02 3.8817e-02
1613 202.4605 47.2333 2.1303e+37 1.1111e+36 2.1485e+36 1.4655e+35 0.8281 0.0886 4.4169e-02 7.5781e-03 9.1586e-03 2.5831e-02
1614 202.4596 47.1561 1.6121e+37 8.4328e+35 2.3363e+36 2.2157e+35 1.4008 0.1497 2.6209e-02 4.5991e-03 3.5309e-03 1.5125e-02
1615 202.4596 47.1567 1.343e+37 7.0482e+35 1.6153e+36 1.9677e+35 1.1063 0.2235 2.2169e-02 3.2621e-03 3.6883e-03 1.2552e-02
1616 202.4597 47.1622 4.5167e+37 2.3446e+36 3.3038e+36 5.2744e+35 0.3207 0.264 4.9521e-02 8.0077e-03 8.6662e-03 3.2464e-02
1617 202.4597 47.1628 4.1998e+37 2.1805e+36 4.081e+36 3.6016e+35 0.7694 0.1193 4.4493e-02 6.3539e-03 6.8148e-03 2.7527e-02
1618 202.4597 47.1633 3.127e+37 1.6256e+36 4.0648e+36 3.9714e+35 1.229 0.1483 3.6246e-02 4.8215e-03 5.8285e-03 2.2054e-02
1619 202.4597 47.1639 1.4721e+37 7.7122e+35 3.5429e+36 5.8135e+35 2.202 0.2564 2.2815e-02 2.9814e-03 4.2635e-03 1.4023e-02
1620 202.4597 47.1778 1.1764e+37 6.1927e+35 8.2155e+35 2.5358e+35 0.2476 0.7198 3.8181e-02 7.0295e-03 1.0478e-02 2.2752e-02
1621 202.4597 47.1783 1.944e+37 1.0143e+36 1.2262e+36 6.6438e+35 0.0868 1.0726 4.8204e-02 7.8616e-03 1.0630e-02 2.7807e-02
1622 202.4597 47.1789 1.8607e+37 9.714e+35 1.8402e+36 5.8178e+35 0.7972 0.5646 4.3939e-02 6.5827e-03 8.8852e-03 2.4233e-02
1623 202.4597 47.1795 1.3174e+37 6.917e+35 1.5451e+36 5.4317e+35 1.0665 0.7551 3.4113e-02 4.9511e-03 7.4918e-03 1.7979e-02
1624 202.4597 47.18 1.2215e+37 6.4243e+35 1.1877e+36 5.0183e+35 0.7703 1.1208 3.3303e-02 4.8343e-03 6.6387e-03 1.6854e-02
1625 202.4597 47.1806 1.8847e+37 9.8375e+35 1.7636e+36 3.7401e+35 0.7099 0.3812 4.7387e-02 6.7901e-03 7.3852e-03 2.3136e-02
1626 202.4597 47.1811 2.3005e+37 1.1984e+36 2.8027e+36 5.1601e+35 1.1266 0.2697 5.9655e-02 8.2241e-03 8.9220e-03 2.8461e-02
1627 202.4597 47.1817 1.1171e+37 5.8892e+35 2.0265e+36 4.87e+35 1.7555 0.3936 3.9956e-02 5.3844e-03 7.0863e-03 1.9455e-02
1628 202.4597 47.1867 9.7291e+36 5.1511e+35 1.8216e+36 5.3691e+35 1.8054 0.6736 1.4939e-02 2.5539e-03 4.9497e-03 1.2093e-02
1629 202.4597 47.1872 1.6571e+37 8.6641e+35 1.8028e+36 6.0153e+35 0.9478 0.8125 1.7477e-02 3.2482e-03 7.1838e-03 1.5832e-02
1630 202.4597 47.1878 2.5545e+37 1.3296e+36 2.5894e+36 6.3748e+35 0.8361 0.4824 2.0036e-02 4.2149e-03 7.9616e-03 1.9694e-02
1631 202.4597 47.1883 4.3827e+37 2.2751e+36 5.6687e+36 6.5363e+35 1.2212 0.181 2.6088e-02 6.0829e-03 8.4002e-03 2.6591e-02
1632 202.4597 47.1889 3.994e+37 2.0739e+36 7.6458e+36 8.1219e+35 1.8405 0.1413 2.0673e-02 5.0698e-03 7.2397e-03 2.1255e-02
1633 202.4597 47.1895 1.9105e+37 9.9699e+35 4.2072e+36 5.2449e+35 2.0619 0.2313 1.0280e-02 2.5325e-03 4.3747e-03 1.0476e-02
1634 202.4597 47.19 1.9709e+37 1.0281e+36 4.5126e+36 5.8345e+35 2.1232 0.2238 9.3602e-03 2.2491e-03 3.7011e-03 9.4453e-03
1635 202.4597 47.1906 1.8693e+37 9.7577e+35 5.5569e+36 7.6405e+35 2.5358 0.2485 8.1752e-03 1.8909e-03 3.0418e-03 8.2369e-03
1636 202.4597 47.1911 1.5453e+37 8.0888e+35 6.069e+36 8.2761e+35 2.9756 0.2542 6.6494e-03 1.4753e-03 2.6456e-03 6.6946e-03
1637 202.4597 47.1917 1.1941e+37 6.2824e+35 5.7816e+36 7.0747e+35 3.3064 0.2144 5.3568e-03 1.1245e-03 2.1046e-03 5.3554e-03
1638 202.4597 47.1922 1.7328e+37 9.0532e+35 6.6419e+36 7.9917e+35 2.9373 0.2101 6.5290e-03 1.2671e-03 2.2248e-03 6.4075e-03
1639 202.4597 47.1928 2.6033e+37 1.3548e+36 9.3824e+36 1.3305e+36 2.84 0.2183 8.6455e-03 1.5399e-03 2.7910e-03 8.2303e-03
1640 202.4597 47.1933 2.4892e+37 1.2958e+36 8.4224e+36 1.2407e+36 2.7403 0.2532 8.5060e-03 1.4126e-03 2.7759e-03 7.7696e-03
1641 202.4597 47.1939 2.3609e+37 1.2294e+36 6.9079e+36 1.1478e+36 2.5107 0.32 8.4553e-03 1.3311e-03 2.7457e-03 7.3517e-03
1642 202.4597 47.1956 2.8556e+37 1.4852e+36 5.5709e+36 1.6148e+36 1.8704 0.6555 1.1066e-02 1.5813e-03 3.4213e-03 8.7351e-03
1643 202.4597 47.1961 3.1857e+37 1.6559e+36 6.5035e+36 1.7279e+36 1.9421 0.5158 1.2195e-02 1.7910e-03 3.8435e-03 9.7840e-03
1644 202.4597 47.1967 2.9635e+37 1.5408e+36 7.6337e+36 1.7788e+36 2.3094 0.4053 1.1348e-02 1.7157e-03 3.3535e-03 9.2085e-03
1645 202.4597 47.1972 2.5247e+37 1.314e+36 7.7656e+36 1.6211e+36 2.5897 0.4016 9.7400e-03 1.4429e-03 2.5795e-03 7.9782e-03
1646 202.4597 47.1978 3.2591e+37 1.6934e+36 9.994e+36 1.6096e+36 2.5848 0.2618 1.1451e-02 1.5703e-03 2.8936e-03 9.4113e-03
1647 202.4597 47.1995 1.2449e+37 6.5423e+35 3.678e+36 1.2935e+36 2.526 0.6735 7.8238e-03 7.7729e-04 5.3055e-03 7.6568e-03
1648 202.4597 47.2 5.7942e+36 3.1573e+35 2.6456e+36 9.4665e+35 3.2137 0.7255 7.1101e-03 6.6330e-04 5.1427e-03 7.4871e-03
1649 202.4597 47.2028 5.5574e+36 3.0402e+35 1.2131e+36 2.9352e+35 2.0479 0.447 3.6844e-02 5.4636e-03 8.6228e-03 2.0094e-02
1650 202.4597 47.2106 8.0045e+36 4.2732e+35 1.8198e+36 2.2593e+35 2.1121 0.1753 1.0906e-02 4.0689e-03 3.7692e-03 1.0676e-02
1651 202.4597 47.2117 1.5819e+37 8.2769e+35 1.2567e+36 3.2508e+35 0.4512 0.4128 1.3393e-02 3.3937e-03 6.4337e-03 1.4532e-02
1652 202.4597 47.2122 2.3351e+37 1.2163e+36 1.7873e+36 3.4729e+35 0.3924 0.2915 1.8825e-02 3.8830e-03 8.6968e-03 1.9371e-02
1653 202.4597 47.2128 1.7463e+37 9.1248e+35 2.0178e+36 2.6018e+35 1.043 0.1904 1.7999e-02 3.1094e-03 6.9281e-03 1.6783e-02
1654 202.4597 47.2133 8.3783e+36 4.4636e+35 1.2729e+36 1.8228e+35 1.4754 0.2646 1.4664e-02 2.2364e-03 5.8252e-03 1.2036e-02
1655 202.4597 47.2289 2.4263e+37 1.2638e+36 1.7751e+36 1.747e+35 0.321 0.1996 2.2932e-02 5.2750e-03 6.0384e-03 2.2459e-02
1656 202.4597 47.2295 3.9079e+37 2.03e+36 4.0209e+36 2.4412e+35 0.8597 0.0585 3.2800e-02 6.1257e-03 7.9597e-03 3.1467e-02
1657 202.4597 47.23 1.8813e+37 9.826e+35 2.2016e+36 1.6781e+35 1.063 0.1062 1.8053e-02 3.0292e-03 6.3352e-03 1.6966e-02
1658 202.4597 47.2328 4.3823e+37 2.2756e+36 3.6212e+36 3.0283e+35 0.5133 0.0961 7.3869e-02 1.1489e-02 1.0902e-02 4.4679e-02
1659 202.4597 47.2333 3.3091e+37 1.7203e+36 2.8862e+36 1.9016e+35 0.5987 0.0665 6.6067e-02 9.5075e-03 1.1914e-02 3.8008e-02
1660 202.4588 47.1556 1.743e+37 9.1079e+35 1.9965e+36 1.869e+35 1.0292 0.1254 3.4702e-02 6.6614e-03 5.1811e-03 2.0817e-02
1661 202.4588 47.1561 1.7057e+37 8.9152e+35 2.1803e+36 2.4797e+35 1.2026 0.1674 3.0516e-02 4.9173e-03 5.1832e-03 1.8229e-02
1662 202.4588 47.1633 1.9605e+37 1.0229e+36 1.254e+36 1.8977e+35 0.1087 0.2982 2.9009e-02 3.6008e-03 7.9697e-03 2.0003e-02
1663 202.4588 47.1639 1.0758e+37 5.6777e+35 1.0179e+36 2.0943e+35 0.7272 0.4152 2.1201e-02 2.5721e-03 6.1589e-03 1.4551e-02
1664 202.4588 47.1778 1.0209e+37 5.3965e+35 7.868e+35 2.3464e+35 0.4033 0.6127 3.8823e-02 7.6127e-03 9.0261e-03 2.1725e-02
1665 202.4588 47.1789 2.1926e+37 1.1427e+36 1.6498e+36 4.1635e+35 0.3654 0.4003 5.4874e-02 8.3060e-03 9.4869e-03 2.9396e-02
1666 202.4588 47.1795 1.2765e+37 6.706e+35 1.5667e+36 3.893e+35 1.1384 0.401 3.6790e-02 5.1811e-03 7.6165e-03 1.9436e-02
1667 202.4588 47.1806 1.1201e+37 5.9038e+35 7.0931e+35 2.9191e+35 0.093 1.2915 3.6524e-02 4.7655e-03 7.3967e-03 1.8806e-02
1668 202.4588 47.1811 1.4956e+37 7.833e+35 8.9487e+35 3.363e+35 0.0033 1.0299 4.7742e-02 5.9218e-03 9.5811e-03 2.4048e-02
1669 202.4589 47.1878 1.4758e+37 7.7307e+35 1.563e+36 5.0069e+35 0.9053 0.7668 1.4316e-02 2.8823e-03 6.0377e-03 1.4732e-02
1670 202.4589 47.1883 4.0929e+37 2.1251e+36 3.9158e+36 5.6522e+35 0.7448 0.2616 2.5058e-02 5.3182e-03 8.4247e-03 2.6132e-02
1671 202.4589 47.1889 4.7238e+37 2.4516e+36 5.7744e+36 6.4279e+35 1.1319 0.1788 2.3447e-02 4.9935e-03 7.9173e-03 2.4197e-02
1672 202.4589 47.1895 3.3676e+37 1.7498e+36 5.2158e+36 5.5854e+35 1.5058 0.1772 1.5069e-02 3.1277e-03 5.1340e-03 1.5166e-02
1673 202.4589 47.19 4.1084e+37 2.1331e+36 7.3487e+36 6.2351e+35 1.7333 0.1302 1.5497e-02 3.0870e-03 4.5332e-03 1.5233e-02
1674 202.4589 47.1906 3.4327e+37 1.7836e+36 8.7742e+36 7.816e+35 2.2972 0.1388 1.1981e-02 2.2762e-03 3.4133e-03 1.1685e-02
1675 202.4589 47.1911 2.3702e+37 1.2344e+36 8.51e+36 1.0315e+36 2.834 0.1893 8.2877e-03 1.4988e-03 2.6187e-03 8.0851e-03
1676 202.4589 47.1917 1.8236e+37 9.5215e+35 7.6147e+36 9.0892e+35 3.0725 0.2041 6.5385e-03 1.1157e-03 2.1674e-03 6.4099e-03
1677 202.4589 47.1922 1.6857e+37 8.8113e+35 6.8684e+36 8.9168e+35 3.0338 0.2373 6.0994e-03 9.7322e-04 2.1887e-03 6.0029e-03
1678 202.4589 47.1928 1.6283e+37 8.5157e+35 5.952e+36 8.569e+35 2.8623 0.2815 6.0566e-03 9.1049e-04 2.3873e-03 5.8999e-03
1679 202.4589 47.1933 3.1265e+37 1.6252e+36 7.7508e+36 1.0323e+36 2.2489 0.2216 1.0071e-02 1.4555e-03 3.5959e-03 9.5523e-03
1680 202.4589 47.1939 3.015e+37 1.5676e+36 8.4729e+36 1.2173e+36 2.4469 0.2295 1.0320e-02 1.4454e-03 3.4325e-03 9.3518e-03
1681 202.4589 47.1956 2.4219e+37 1.261e+36 6.4897e+36 1.6066e+36 2.3718 0.4733 1.0433e-02 1.3494e-03 3.2320e-03 8.5346e-03
1682 202.4589 47.1961 2.4247e+37 1.2625e+36 4.5445e+36 1.9855e+36 1.8072 1.7064 1.0767e-02 1.4408e-03 3.8478e-03 8.8118e-03
1683 202.4589 47.1967 2.7642e+37 1.4379e+36 5.4387e+36 2.1733e+36 1.8838 1.0668 1.1886e-02 1.6207e-03 3.7882e-03 9.6056e-03
1684 202.4589 47.1972 2.8888e+37 1.5022e+36 6.6914e+36 1.6973e+36 2.1416 0.4723 1.2165e-02 1.5694e-03 3.1470e-03 9.7545e-03
1685 202.4589 47.1978 2.8648e+37 1.4898e+36 7.7507e+36 1.2192e+36 2.387 0.265 1.2189e-02 1.4096e-03 3.1277e-03 9.8647e-03
1686 202.4589 47.1995 7.3091e+36 3.9171e+35 2.6777e+36 8.3318e+35 2.8658 0.5526 8.0293e-03 7.4729e-04 5.4058e-03 8.4771e-03
1687 202.4589 47.21 1.0258e+37 5.4217e+35 1.1455e+36 3.2236e+35 0.989 0.4553 1.1852e-02 5.6514e-03 5.1878e-03 1.2150e-02
1688 202.4589 47.2117 1.0733e+37 5.6647e+35 1.1e+36 2.9525e+35 0.8536 0.4983 8.2177e-03 2.6833e-03 5.0651e-03 1.0208e-02
1689 202.4589 47.2122 1.566e+37 8.1955e+35 1.2514e+36 2.7237e+35 0.4604 0.4081 1.1594e-02 3.1174e-03 6.1184e-03 1.3562e-02
1690 202.4589 47.2128 1.4981e+37 7.8453e+35 2.1517e+36 2.1004e+35 1.3866 0.1334 1.3979e-02 3.0796e-03 5.4865e-03 1.4549e-02
1691 202.4589 47.2133 9.7179e+36 5.1462e+35 1.7671e+36 1.6687e+35 1.7592 0.1302 1.4481e-02 2.6680e-03 5.5054e-03 1.2873e-02
1692 202.4589 47.2328 2.309e+37 1.2035e+36 1.3827e+36 1.391e+35 0.0046 0.1776 4.6529e-02 6.8318e-03 9.4082e-03 2.9700e-02
1693 202.4589 47.2333 1.8453e+37 9.6396e+35 1.4373e+36 1.4088e+35 0.4199 0.1539 4.2943e-02 5.7600e-03 9.2500e-03 2.5349e-02
1694 202.458 47.1561 1.1463e+37 6.039e+35 6.9962e+35 1.4391e+35 0.0346 0.532 2.7099e-02 4.3625e-03 7.6815e-03 1.7513e-02
1695 202.458 47.1783 1.4926e+37 7.8173e+35 1.0867e+36 1.8843e+35 0.3134 0.2545 5.0070e-02 8.4516e-03 8.4579e-03 2.6012e-02
1696 202.458 47.1789 1.4362e+37 7.5273e+35 1.0112e+36 1.5151e+35 0.2604 0.235 4.6271e-02 6.8570e-03 8.6200e-03 2.4303e-02
1697 202.458 47.1883 9.8327e+36 5.2038e+35 1.6237e+36 4.3392e+35 1.607 0.5885 1.0227e-02 2.0612e-03 4.7773e-03 1.0902e-02
1698 202.458 47.1889 1.6317e+37 8.5332e+35 2.5922e+36 4.2205e+35 1.5459 0.314 1.1319e-02 2.1864e-03 4.8027e-03 1.1974e-02
1699 202.458 47.1895 3.1371e+37 1.6307e+36 4.2722e+36 4.509e+35 1.3025 0.1816 1.5294e-02 2.7746e-03 4.9783e-03 1.5747e-02
1700 202.458 47.19 7.123e+37 3.6935e+36 8.7421e+36 9.2055e+35 1.1382 0.148 2.6382e-02 4.4567e-03 6.7547e-03 2.6427e-02
1701 202.458 47.1906 4.9394e+37 2.5632e+36 9.578e+36 9.8416e+35 1.8608 0.15 1.6900e-02 2.6604e-03 4.3790e-03 1.6768e-02
1702 202.458 47.1911 2.3324e+37 1.2149e+36 7.373e+36 7.9736e+35 2.6328 0.1776 8.4783e-03 1.2492e-03 2.4151e-03 8.4009e-03
1703 202.458 47.1917 1.8699e+37 9.7607e+35 8.2802e+36 7.1018e+35 3.1653 0.1202 6.9066e-03 9.5193e-04 1.9506e-03 6.8772e-03
1704 202.458 47.1922 1.839e+37 9.6006e+35 8.5886e+36 9.4808e+35 3.2494 0.1611 6.7881e-03 8.8065e-04 2.2258e-03 6.8163e-03
1705 202.458 47.1928 1.6174e+37 8.4598e+35 5.018e+36 1.0015e+36 2.6032 0.4295 6.4352e-03 8.0658e-04 2.6655e-03 6.4278e-03
1706 202.458 47.1933 2.7009e+37 1.4053e+36 5.437e+36 1.2761e+36 1.9199 0.5231 9.8120e-03 1.2281e-03 3.7627e-03 9.5882e-03
1707 202.458 47.1939 2.6829e+37 1.3959e+36 6.0947e+36 1.4392e+36 2.1109 0.4802 1.0477e-02 1.3166e-03 3.8325e-03 9.8034e-03
1708 202.458 47.1945 2.153e+37 1.1222e+36 4.9227e+36 1.7104e+36 2.121 1.0075 9.6236e-03 1.1834e-03 3.3158e-03 8.5875e-03
1709 202.458 47.195 2.4465e+37 1.2738e+36 5.6956e+36 1.82e+36 2.1496 0.6935 1.1373e-02 1.3523e-03 3.5512e-03 9.8084e-03
1710 202.458 47.1956 2.0202e+37 1.0536e+36 3.7214e+36 1.6757e+36 1.7797 1.5575 1.0604e-02 1.2577e-03 4.1558e-03 9.0292e-03
1711 202.458 47.1961 1.6526e+37 8.6405e+35 2.2713e+36 1.6667e+36 1.3171 1.1971 9.7122e-03 1.1962e-03 4.6257e-03 8.1775e-03
1712 202.458 47.1967 2.2741e+37 1.1846e+36 4.2021e+36 1.6537e+36 1.7846 0.7322 1.2307e-02 1.5357e-03 4.3397e-03 1.0064e-02
1713 202.458 47.1972 2.351e+37 1.2244e+36 5.2051e+36 1.1377e+36 2.0702 0.3689 1.2801e-02 1.4742e-03 3.5178e-03 1.0264e-02
1714 202.458 47.1978 1.4344e+37 7.5165e+35 4.4919e+36 8.1254e+35 2.6179 0.3319 9.6633e-03 9.7328e-04 2.9405e-03 7.8594e-03
1715 202.458 47.1983 1.1977e+37 6.3008e+35 2.8056e+36 1.0188e+36 2.1594 0.8446 9.5789e-03 8.7118e-04 4.6780e-03 8.5181e-03
1716 202.458 47.1989 9.597e+36 5.0821e+35 1.3471e+36 8.8811e+35 1.3503 1.1164 1.0011e-02 8.8155e-04 7.5569e-03 9.8622e-03
1717 202.4581 47.21 1.0379e+37 5.4833e+35 1.6593e+36 2.634e+35 1.5559 0.2344 8.7285e-03 4.5236e-03 4.2095e-03 1.0202e-02
1718 202.4581 47.2117 1.2386e+37 6.5118e+35 1.8514e+36 3.1976e+35 1.4496 0.2765 6.6588e-03 2.4366e-03 4.6060e-03 8.3677e-03
1719 202.4581 47.2122 1.1698e+37 6.1591e+35 1.2471e+36 3.2552e+35 0.9158 0.5185 7.4176e-03 2.3584e-03 4.9251e-03 9.0266e-03
1720 202.4581 47.2128 1.2594e+37 6.6194e+35 1.5903e+36 2.8466e+35 1.1832 0.3145 1.0075e-02 2.7390e-03 5.2810e-03 1.1361e-02
1721 202.4581 47.2133 1.1577e+37 6.0977e+35 1.3866e+36 1.9893e+35 1.0998 0.2484 1.3687e-02 3.1198e-03 6.8699e-03 1.3586e-02
1722 202.4572 47.1895 1.1529e+37 6.0717e+35 2.6165e+36 5.0371e+35 2.1094 0.3953 9.1142e-03 1.5408e-03 3.9083e-03 9.6534e-03
1723 202.4572 47.19 2.8915e+37 1.5038e+36 4.0722e+36 7.45e+35 1.3556 0.3652 1.4642e-02 2.2349e-03 5.3388e-03 1.5310e-02
1724 202.4572 47.1906 2.9431e+37 1.5304e+36 4.4995e+36 1.0009e+36 1.4853 0.5031 1.2989e-02 1.8020e-03 4.8639e-03 1.3540e-02
1725 202.4572 47.1911 2.0941e+37 1.0918e+36 4.4398e+36 1.0627e+36 2.0018 0.4976 9.1570e-03 1.1678e-03 3.4829e-03 9.5165e-03
1726 202.4572 47.1917 1.2122e+37 6.3757e+35 5.466e+36 7.2619e+35 3.1939 0.2373 6.0859e-03 7.1756e-04 2.1048e-03 6.2904e-03
1727 202.4572 47.1922 1.1612e+37 6.1135e+35 5.9408e+36 8.8617e+35 3.3935 0.2606 5.9409e-03 6.5831e-04 2.1446e-03 6.1041e-03
1728 202.4572 47.1928 1.2838e+37 6.7433e+35 4.3888e+36 1.1196e+36 2.7565 0.5456 6.5922e-03 7.1541e-04 2.5831e-03 6.6389e-03
1729 202.4572 47.1933 1.7831e+37 9.3132e+35 4.6612e+36 1.2275e+36 2.3327 0.4547 8.7492e-03 9.7719e-04 3.2882e-03 8.5208e-03
1730 202.4572 47.1939 1.9153e+37 9.9951e+35 4.266e+36 1.2951e+36 2.0797 0.6074 1.0002e-02 1.1636e-03 4.0742e-03 9.2963e-03
1731 202.4572 47.1945 2.1533e+37 1.1223e+36 4.1914e+36 1.5857e+36 1.8669 0.8522 1.1849e-02 1.3827e-03 4.7119e-03 1.0569e-02
1732 202.4572 47.195 2.0678e+37 1.0782e+36 4.2083e+36 1.5761e+36 1.9372 0.6628 1.2549e-02 1.4256e-03 4.6686e-03 1.0918e-02
1733 202.4572 47.1956 1.4101e+37 7.3928e+35 2.1626e+36 1.1511e+36 1.4902 1.6979 1.0555e-02 1.1958e-03 4.9332e-03 9.1193e-03
1734 202.4572 47.1961 1.2298e+37 6.4655e+35 9.9929e+35 1.0909e+36 0.4869 1.4991 1.0328e-02 1.2177e-03 5.1705e-03 8.7403e-03
1735 202.4572 47.1967 1.8916e+37 9.8728e+35 2.688e+36 1.076e+36 1.3698 0.8277 1.4044e-02 1.6788e-03 4.5436e-03 1.1402e-02
1736 202.4572 47.1972 1.6678e+37 8.7188e+35 3.578e+36 8.1101e+35 2.0205 0.3997 1.3423e-02 1.4669e-03 3.6407e-03 1.0619e-02
1737 202.4572 47.1978 8.0306e+36 4.2857e+35 2.8287e+36 7.0909e+35 2.8038 0.4907 9.6070e-03 9.0676e-04 3.3454e-03 7.7805e-03
1738 202.4572 47.1983 6.3566e+36 3.4412e+35 1.4226e+36 8.77e+35 2.0872 0.9747 9.7972e-03 8.3785e-04 5.9564e-03 8.7795e-03
1739 202.4572 47.2111 1.7416e+37 9.1001e+35 5.4409e+36 3.0609e+35 2.6142 0.0644 6.4011e-03 2.3575e-03 2.6478e-03 8.1163e-03
1740 202.4572 47.2117 2.2306e+37 1.1624e+36 4.204e+36 3.4251e+35 1.8158 0.1439 7.7995e-03 2.5277e-03 4.1457e-03 9.6672e-03
1741 202.4572 47.2122 1.7356e+37 9.0692e+35 2.5472e+36 3.1614e+35 1.4207 0.2011 7.6477e-03 2.2640e-03 4.8994e-03 9.4609e-03
1742 202.4572 47.2128 1.8406e+37 9.611e+35 2.2986e+36 3.3075e+35 1.1657 0.2317 1.0667e-02 2.9302e-03 6.7583e-03 1.2783e-02
1743 202.4572 47.2133 1.4164e+37 7.4261e+35 1.512e+36 2.4119e+35 0.9178 0.2946 1.3299e-02 3.3263e-03 9.0371e-03 1.4677e-02
1744 202.4572 47.2245 1.3988e+37 7.3359e+35 2.2726e+36 1.7787e+35 1.5812 0.0938 2.0971e-02 4.8393e-03 3.7524e-03 1.5673e-02
1745 202.4572 47.225 1.3057e+37 6.8575e+35 2.6287e+36 2.0901e+35 1.9201 0.0936 2.0192e-02 3.9427e-03 3.7007e-03 1.4486e-02
1746 202.4564 47.19 8.9601e+36 4.7585e+35 2.0053e+36 7.8956e+35 2.0873 0.9647 8.9418e-03 1.3345e-03 6.0684e-03 9.9304e-03
1747 202.4564 47.1906 1.1688e+37 6.1534e+35 2.5195e+36 9.2514e+35 2.0281 0.7052 9.0670e-03 1.2067e-03 6.4534e-03 1.0193e-02
1748 202.4564 47.1911 1.0986e+37 5.7939e+35 2.5867e+36 8.7395e+35 2.1674 0.599 7.9442e-03 9.5782e-04 5.0643e-03 8.8813e-03
1749 202.4564 47.1928 8.8663e+36 4.7109e+35 3.0888e+36 8.2194e+35 2.7863 0.4901 7.0587e-03 7.1012e-04 2.7352e-03 7.0116e-03
1750 202.4564 47.1933 1.2527e+37 6.5835e+35 2.6894e+36 8.232e+35 2.0217 0.6742 9.2502e-03 9.7072e-04 3.3089e-03 8.6504e-03
1751 202.4564 47.1939 1.447e+37 7.5827e+35 2.4867e+36 1.0747e+36 1.6701 1.567 1.1067e-02 1.2404e-03 4.4369e-03 9.7964e-03
1752 202.4564 47.1945 1.609e+37 8.4165e+35 3.1547e+36 9.7001e+35 1.8783 0.533 1.3014e-02 1.4992e-03 4.9729e-03 1.1165e-02
1753 202.4564 47.195 1.3152e+37 6.905e+35 2.5219e+36 8.8818e+35 1.8431 0.734 1.2587e-02 1.4286e-03 4.7682e-03 1.0689e-02
1754 202.4564 47.1956 7.2158e+36 3.8738e+35 1.2945e+36 8.4256e+35 1.7379 0.9499 1.0023e-02 1.1371e-03 4.8167e-03 8.5402e-03
1755 202.4564 47.1961 6.7431e+36 3.6363e+35 4.9478e+35 8.2887e+35 0.3256 1.5494 1.0470e-02 1.2385e-03 5.2023e-03 8.6777e-03
1756 202.4564 47.1967 9.0417e+36 4.8e+35 1.1703e+36 7.3431e+35 1.2224 1.0353 1.2676e-02 1.5303e-03 4.1512e-03 1.0030e-02
1757 202.4564 47.2106 2.3433e+37 1.2205e+36 6.7608e+36 3.5952e+35 2.4886 0.0414 7.8316e-03 2.7592e-03 2.5744e-03 9.8268e-03
1758 202.4564 47.2111 8.602e+37 4.4593e+36 1.8301e+37 1.254e+36 2.0073 0.0667 2.0890e-02 6.1276e-03 5.9319e-03 2.5946e-02
1759 202.4564 47.2117 7.5477e+37 3.9135e+36 1.5386e+37 1.061e+36 1.9398 0.0679 1.9029e-02 4.8673e-03 6.8732e-03 2.3188e-02
1760 202.4564 47.2122 2.7641e+37 1.438e+36 4.1479e+36 2.9074e+35 1.4559 0.1069 9.5533e-03 2.2727e-03 4.9647e-03 1.1880e-02
1761 202.4564 47.2128 2.5423e+37 1.3233e+36 3.4693e+36 3.7473e+35 1.3058 0.1471 1.2152e-02 2.8387e-03 6.7392e-03 1.5094e-02
1762 202.4564 47.2133 1.585e+37 8.2931e+35 2.5006e+36 2.9511e+35 1.535 0.171 1.3111e-02 3.0561e-03 7.7919e-03 1.5499e-02
1763 202.4564 47.2245 1.6483e+37 8.6199e+35 2.6552e+36 2.3247e+35 1.5678 0.106 2.2916e-02 4.4535e-03 3.7200e-03 1.7017e-02
1764 202.4564 47.225 1.6508e+37 8.6331e+35 2.8022e+36 2.4482e+35 1.6505 0.1076 2.3369e-02 3.7474e-03 4.1718e-03 1.7035e-02
1765 202.4556 47.2006 6.5999e+36 3.5639e+35 1.1764e+36 2.9876e+35 1.7278 0.3611 2.9110e-02 4.9168e-03 7.4542e-03 1.6504e-02
1766 202.4556 47.2106 3.616e+37 1.8785e+36 5.0847e+36 3.0743e+35 1.3531 0.0777 1.1069e-02 3.2332e-03 4.0679e-03 1.4153e-02
