ID RA Dec LHa E_LHa LPab E_Pab AHa E_AHa Ha/24um Ha/70um Ha/8um Ha/12um
671 202.4793 47.1989 1.236e+37 6.4963e+35 2.1686e+36 9.5103e+35 1.7027 1.8038 1.0376e-02 2.0973e-03 4.2533e-03 8.5927e-03
672 202.4793 47.1994 1.8566e+37 9.6902e+35 3.1647e+36 7.8623e+35 1.6571 0.5497 1.2733e-02 2.5228e-03 4.1026e-03 1.0198e-02
673 202.4793 47.2 3.2429e+37 1.6852e+36 4.7779e+36 8.1995e+35 1.4269 0.3108 1.8332e-02 3.4902e-03 5.5374e-03 1.4497e-02
674 202.4793 47.2006 3.5255e+37 1.8314e+36 5.0995e+36 9.053e+35 1.3978 0.3386 2.0063e-02 3.7458e-03 6.0519e-03 1.6317e-02
675 202.4793 47.2011 2.1426e+37 1.1166e+36 4.1715e+36 6.4748e+35 1.8672 0.2777 1.5174e-02 2.8961e-03 5.3805e-03 1.2882e-02
676 202.4793 47.2017 1.1808e+37 6.2135e+35 2.368e+36 5.5657e+35 1.9139 0.5157 1.1801e-02 2.4091e-03 5.3074e-03 1.0596e-02
677 202.4793 47.2022 1.2295e+37 6.4629e+35 2.3308e+36 4.5414e+35 1.8251 0.3902 1.3297e-02 2.9564e-03 5.7132e-03 1.2139e-02
678 202.4793 47.2028 1.5333e+37 8.0259e+35 2.4207e+36 3.8865e+35 1.5361 0.2969 1.6535e-02 3.8673e-03 6.2788e-03 1.4722e-02
679 202.4793 47.2033 9.7959e+36 5.1842e+35 2.0028e+36 3.4468e+35 1.9444 0.325 1.4311e-02 3.3344e-03 5.2781e-03 1.2199e-02
680 202.4793 47.2056 1.433e+37 7.5098e+35 2.1998e+36 2.4245e+35 1.4917 0.1617 2.2097e-02 4.7657e-03 5.6851e-03 1.5392e-02
681 202.4793 47.2061 1.31e+37 6.8774e+35 2.5829e+36 2.7553e+35 1.8872 0.1504 2.0309e-02 4.1040e-03 4.9091e-03 1.3557e-02
682 202.4793 47.2067 7.22e+36 3.8751e+35 2.0207e+36 3.3137e+35 2.4405 0.2529 1.4123e-02 2.6601e-03 3.7687e-03 9.5026e-03
683 202.4793 47.2072 7.506e+36 4.0201e+35 1.4845e+36 3.8999e+35 1.892 0.5132 1.3427e-02 2.3909e-03 3.9128e-03 9.2844e-03
684 202.4793 47.2078 1.1093e+37 5.8474e+35 1.7577e+36 3.5848e+35 1.5418 0.3621 1.5196e-02 2.6536e-03 3.9361e-03 1.0832e-02
685 202.4793 47.2083 1.4636e+37 7.6672e+35 2.636e+36 4.2316e+35 1.7441 0.2518 1.6472e-02 2.9704e-03 3.7096e-03 1.1896e-02
686 202.4793 47.2089 1.2521e+37 6.5799e+35 3.1102e+36 3.9521e+35 2.2521 0.188 1.3691e-02 2.6719e-03 3.1618e-03 1.0008e-02
687 202.4793 47.2094 1.2452e+37 6.5441e+35 2.7562e+36 4.5053e+35 2.0698 0.2949 1.2739e-02 2.7376e-03 3.3692e-03 9.4357e-03
688 202.4793 47.21 1.9815e+37 1.0336e+36 2.8333e+36 6.333e+35 1.3795 0.4482 1.7399e-02 4.0574e-03 4.9621e-03 1.3107e-02
689 202.4793 47.2106 1.8119e+37 9.4615e+35 2.3386e+36 7.3615e+35 1.2178 0.7842 1.7620e-02 4.3468e-03 5.9140e-03 1.3667e-02
690 202.4793 47.2111 1.1359e+37 5.9844e+35 1.4484e+36 5.5369e+35 1.1986 1.1449 1.5085e-02 3.8897e-03 5.9833e-03 1.1772e-02
691 202.4785 47.1733 1.1463e+37 6.0381e+35 1.1797e+36 2.1224e+35 0.86 0.3273 6.8511e-02 1.1929e-02 1.4374e-02 3.6780e-02
692 202.4785 47.18 9.8413e+36 5.2085e+35 2.2067e+36 1.6173e+35 2.0903 0.1082 1.6266e-02 2.3772e-03 5.1841e-03 1.2504e-02
693 202.4785 47.1844 1.6583e+37 8.6705e+35 1.5866e+36 2.1451e+35 0.7449 0.183 9.6013e-02 1.8392e-02 1.6233e-02 4.6881e-02
694 202.4785 47.185 7.3841e+36 3.9594e+35 8.3472e+35 1.3442e+35 1.0084 0.2966 6.3550e-02 1.0591e-02 1.2832e-02 3.0481e-02
695 202.4785 47.19 5.2851e+36 2.9074e+35 2.4726e+36 9.4266e+35 3.2521 0.8609 1.1601e-02 3.9026e-03 2.8204e-03 7.8567e-03
696 202.4785 47.1906 5.7981e+36 3.1616e+35 4.3306e+36 1.0659e+36 3.9911 0.4225 9.5100e-03 2.8185e-03 2.2726e-03 6.5981e-03
697 202.4785 47.1911 7.7409e+36 4.1373e+35 5.5894e+36 1.0602e+36 3.9377 0.3307 8.6197e-03 2.2562e-03 2.1518e-03 6.1701e-03
698 202.4785 47.1917 1.8728e+37 9.7751e+35 7.4745e+36 1.4095e+36 3.0011 0.3435 1.1303e-02 2.5908e-03 2.8306e-03 8.3061e-03
699 202.4785 47.1922 2.2713e+37 1.1831e+36 8.6998e+36 1.4007e+36 2.9362 0.2625 1.1212e-02 2.2332e-03 3.0460e-03 8.4693e-03
700 202.4785 47.1928 1.7373e+37 9.076e+35 6.434e+36 1.2556e+36 2.8829 0.382 8.7371e-03 1.5315e-03 2.7543e-03 6.8812e-03
701 202.4785 47.1933 1.9893e+37 1.0376e+36 5.749e+36 1.6201e+36 2.4912 0.6183 9.1021e-03 1.4685e-03 3.2989e-03 7.5929e-03
702 202.4785 47.1939 2.2036e+37 1.1483e+36 5.716e+36 2.2045e+36 2.3205 0.9382 9.5975e-03 1.5250e-03 4.3558e-03 8.7510e-03
703 202.4785 47.1944 2.0437e+37 1.0658e+36 4.7936e+36 2.2501e+36 2.1614 1.5796 9.1728e-03 1.5273e-03 4.9330e-03 9.0551e-03
704 202.4785 47.195 2.2167e+37 1.1551e+36 5.0385e+36 2.163e+36 2.1117 1.2204 9.7607e-03 1.7225e-03 5.0109e-03 1.0048e-02
705 202.4785 47.1956 2.7129e+37 1.4114e+36 5.922e+36 2.1211e+36 2.0478 0.8088 1.1450e-02 2.0252e-03 5.0202e-03 1.1554e-02
706 202.4785 47.1961 2.62e+37 1.3634e+36 6.2551e+36 1.9703e+36 2.1894 0.651 1.1795e-02 1.9554e-03 4.4834e-03 1.1142e-02
707 202.4785 47.1967 1.6095e+37 8.4185e+35 5.3793e+36 1.8111e+36 2.7208 0.7489 9.5428e-03 1.4738e-03 3.4891e-03 8.4513e-03
708 202.4785 47.1972 1.0438e+37 5.5108e+35 4.125e+36 1.5253e+36 2.9855 0.8824 8.6104e-03 1.3212e-03 3.2479e-03 7.2103e-03
709 202.4785 47.1978 9.1833e+36 4.871e+35 3.6621e+36 1.3861e+36 2.9998 0.9347 8.9855e-03 1.4985e-03 3.5347e-03 7.3339e-03
710 202.4785 47.1983 1.1602e+37 6.107e+35 3.5442e+36 1.3212e+36 2.5788 0.8206 1.0314e-02 1.9367e-03 3.6549e-03 8.1624e-03
711 202.4785 47.1989 2.5253e+37 1.3143e+36 4.4084e+36 1.1321e+36 1.6948 0.5355 1.5626e-02 3.0907e-03 4.0962e-03 1.2118e-02
712 202.4785 47.1994 4.0277e+37 2.0912e+36 7.7436e+36 9.63e+35 1.8473 0.2014 2.0686e-02 3.9374e-03 4.6220e-03 1.5873e-02
713 202.4785 47.2 4.8629e+37 2.5234e+36 7.4586e+36 1.2474e+36 1.4904 0.3124 2.3202e-02 4.1467e-03 5.6348e-03 1.8089e-02
714 202.4785 47.2006 5.8809e+37 3.0504e+36 8.0558e+36 1.3617e+36 1.3118 0.2782 2.7306e-02 4.7341e-03 7.0230e-03 2.2468e-02
715 202.4785 47.2011 3.8956e+37 2.0228e+36 6.9705e+36 9.2142e+35 1.7338 0.21 2.0634e-02 3.6889e-03 6.7413e-03 1.8108e-02
716 202.4785 47.2017 2.1259e+37 1.1081e+36 3.4012e+36 8.9943e+35 1.557 0.6782 1.4476e-02 2.8478e-03 7.0004e-03 1.3622e-02
717 202.4785 47.2022 1.9785e+37 1.0319e+36 3.3928e+36 1.1418e+36 1.6666 0.9827 1.4977e-02 3.3509e-03 7.9702e-03 1.4455e-02
718 202.4785 47.2028 2.4234e+37 1.2615e+36 2.7777e+36 6.5568e+35 1.0303 0.5219 1.8571e-02 4.5536e-03 7.8446e-03 1.7513e-02
719 202.4785 47.2033 2.1367e+37 1.1137e+36 2.6863e+36 5.9353e+35 1.1762 0.4415 1.8685e-02 4.6458e-03 6.7309e-03 1.6795e-02
720 202.4785 47.2039 8.5977e+36 4.5731e+35 1.738e+36 5.1239e+35 1.9265 1.0746 1.2530e-02 3.0420e-03 5.4183e-03 1.0754e-02
721 202.4785 47.2044 4.9103e+36 2.7224e+35 1.9303e+36 6.7941e+35 2.9772 1.0978 1.1286e-02 2.6894e-03 5.3886e-03 9.3630e-03
722 202.4785 47.2061 6.4171e+36 3.4713e+35 1.758e+36 1.6871e+35 2.4067 0.1675 1.4323e-02 2.8196e-03 3.5985e-03 9.8567e-03
723 202.4785 47.2067 9.6672e+36 5.1185e+35 2.2964e+36 2.17e+35 2.1814 0.1422 1.6684e-02 3.0393e-03 3.8922e-03 1.1303e-02
724 202.4785 47.2072 9.8853e+36 5.2287e+35 2.2466e+36 3.2822e+35 2.1115 0.2296 1.5906e-02 2.7733e-03 3.9632e-03 1.0997e-02
725 202.4785 47.2078 9.1748e+36 4.8675e+35 1.5344e+36 3.4946e+35 1.6271 0.4129 1.4066e-02 2.4250e-03 4.0097e-03 1.0149e-02
726 202.4785 47.2083 1.0115e+37 5.3479e+35 1.1064e+36 4.461e+35 0.9564 1.3073 1.3257e-02 2.3339e-03 4.0840e-03 9.8259e-03
727 202.4785 47.2089 1.0791e+37 5.6932e+35 1.7151e+36 4.3695e+35 1.5466 0.5615 1.2185e-02 2.2473e-03 3.3906e-03 9.0750e-03
728 202.4785 47.2094 2.0637e+37 1.0759e+36 3.8086e+36 5.2789e+35 1.7827 0.2246 1.6903e-02 3.2664e-03 3.5159e-03 1.2491e-02
729 202.4785 47.21 4.5424e+37 2.3578e+36 7.1129e+36 8.2868e+35 1.5231 0.1676 3.0859e-02 6.1187e-03 5.1612e-03 2.2479e-02
730 202.4785 47.2106 3.8992e+37 2.025e+36 6.3552e+36 7.5856e+35 1.5864 0.1702 2.8838e-02 5.7847e-03 5.4914e-03 2.1266e-02
731 202.4785 47.2111 2.137e+37 1.114e+36 2.9821e+36 4.916e+35 1.3411 0.2652 2.0741e-02 4.2640e-03 5.2057e-03 1.5417e-02
732 202.4785 47.2117 1.2327e+37 6.4813e+35 1.582e+36 2.777e+35 1.2089 0.2769 1.7762e-02 3.8708e-03 5.0637e-03 1.3263e-02
733 202.4776 47.1511 1.2953e+37 6.8033e+35 1.0376e+36 1.5224e+35 0.4642 0.2506 9.4044e-02 1.4247e-02 1.2544e-02 3.9496e-02
734 202.4777 47.1844 1.355e+37 7.1094e+35 8.4006e+35 1.378e+35 0.0595 0.2621 8.3706e-02 1.5080e-02 1.6189e-02 4.2111e-02
735 202.4777 47.1894 5.8398e+36 3.1832e+35 2.6695e+36 7.3438e+35 3.2155 0.5675 1.2516e-02 4.2217e-03 2.8109e-03 8.4685e-03
736 202.4777 47.19 8.8787e+36 4.7159e+35 4.1408e+36 9.5888e+35 3.2472 0.4165 1.1638e-02 3.3455e-03 2.7638e-03 7.9019e-03
737 202.4777 47.1906 9.4741e+36 5.0188e+35 4.8708e+36 1.0871e+36 3.4011 0.4329 9.9310e-03 2.4790e-03 2.5043e-03 6.9006e-03
738 202.4777 47.1911 1.8109e+37 9.4543e+35 6.9505e+36 1.2653e+36 2.9393 0.3257 1.1872e-02 2.6108e-03 2.9803e-03 8.4806e-03
739 202.4777 47.1917 2.6029e+37 1.3545e+36 8.875e+36 1.8078e+36 2.7524 0.3709 1.3256e-02 2.5808e-03 3.3720e-03 9.7064e-03
740 202.4777 47.1922 1.9713e+37 1.0284e+36 8.9035e+36 1.7912e+36 3.1965 0.357 1.0182e-02 1.7662e-03 2.8753e-03 7.6746e-03
741 202.4777 47.1928 1.7192e+37 8.9819e+35 6.8015e+36 1.9793e+36 2.9872 0.6643 8.9891e-03 1.4176e-03 3.0311e-03 7.0249e-03
742 202.4777 47.1933 2.7051e+37 1.4071e+36 5.7048e+36 2.7498e+36 1.9934 0.8012 1.1920e-02 1.7852e-03 4.6020e-03 9.7193e-03
743 202.4777 47.195 3.1209e+37 1.6224e+36 7.4567e+36 2.958e+36 2.1906 0.9893 1.4027e-02 2.4108e-03 5.0435e-03 1.2168e-02
744 202.4777 47.1956 2.8038e+37 1.4582e+36 8.1288e+36 2.7237e+36 2.4962 0.6911 1.3390e-02 2.3226e-03 4.4039e-03 1.1082e-02
745 202.4777 47.1961 1.7265e+37 9.0197e+35 7.8251e+36 2.367e+36 3.202 0.6237 1.0326e-02 1.6855e-03 3.2358e-03 8.1067e-03
746 202.4777 47.1967 1.3638e+37 7.1528e+35 6.9258e+36 2.2688e+36 3.3816 0.6949 9.8241e-03 1.4906e-03 3.1664e-03 7.4850e-03
747 202.4777 47.1972 1.1724e+37 6.1708e+35 5.5163e+36 2.1181e+36 3.261 0.8799 9.9971e-03 1.4926e-03 3.5888e-03 7.5306e-03
748 202.4777 47.1978 1.1822e+37 6.219e+35 4.2234e+36 1.9759e+36 2.826 1.7056 1.0727e-02 1.7099e-03 4.0559e-03 8.1873e-03
749 202.4777 47.1983 1.7191e+37 8.9797e+35 3.8224e+36 1.7178e+36 2.0771 1.4969 1.3088e-02 2.2850e-03 4.0364e-03 9.9494e-03
750 202.4777 47.1989 4.4364e+37 2.3023e+36 6.4377e+36 1.433e+36 1.4029 0.4243 2.3634e-02 4.2112e-03 5.2608e-03 1.7973e-02
751 202.4777 47.1994 7.138e+37 3.701e+36 1.0851e+37 1.5635e+36 1.4763 0.2122 3.2529e-02 5.4642e-03 6.6572e-03 2.4915e-02
752 202.4777 47.2 6.3197e+37 3.2775e+36 8.1731e+36 1.2578e+36 1.221 0.265 2.8034e-02 4.4099e-03 7.0209e-03 2.2184e-02
753 202.4777 47.2006 6.7227e+37 3.486e+36 7.6551e+36 1.2672e+36 1.0199 0.2877 2.9215e-02 4.5130e-03 8.8413e-03 2.4570e-02
754 202.4777 47.2011 5.1093e+37 2.6508e+36 6.4317e+36 1.3337e+36 1.1783 0.3958 2.3851e-02 3.8808e-03 8.8621e-03 2.1398e-02
755 202.4777 47.2017 3.1193e+37 1.6213e+36 4.0548e+36 1.9064e+36 1.229 0.8709 1.7117e-02 3.1458e-03 8.1533e-03 1.6337e-02
756 202.4777 47.2022 2.5149e+37 1.309e+36 4.3238e+36 3.0158e+36 1.6707 0.7827 1.5513e-02 3.3416e-03 8.8400e-03 1.5138e-02
757 202.4777 47.2028 3.2621e+37 1.6952e+36 3.2003e+36 1.0412e+36 0.7845 0.7914 1.9778e-02 4.7973e-03 8.3087e-03 1.8843e-02
758 202.4777 47.2033 3.8747e+37 2.0119e+36 4.6503e+36 7.6356e+35 1.1029 0.274 2.4352e-02 6.0385e-03 7.0176e-03 2.2100e-02
759 202.4777 47.2039 2.1094e+37 1.0994e+36 4.0537e+36 6.8277e+35 1.8466 0.2866 1.7570e-02 4.2033e-03 5.6525e-03 1.5224e-02
760 202.4777 47.2044 8.174e+36 4.3571e+35 2.4543e+36 6.2902e+35 2.5515 0.4402 1.2018e-02 2.7903e-03 5.4933e-03 1.0205e-02
761 202.4777 47.205 4.524e+36 2.5334e+35 1.379e+36 3.8554e+35 2.5753 0.7757 1.1097e-02 2.5205e-03 5.3995e-03 9.0893e-03
762 202.4777 47.2067 8.5478e+36 4.5474e+35 2.1479e+36 2.4137e+35 2.2702 0.1784 1.6438e-02 2.8607e-03 3.8446e-03 1.1139e-02
763 202.4777 47.2072 8.9877e+36 4.7726e+35 2.0763e+36 2.7466e+35 2.1374 0.2265 1.6129e-02 2.6781e-03 4.2194e-03 1.0979e-02
764 202.4777 47.2089 1.1215e+37 5.909e+35 1.2628e+36 4.61e+35 1.0021 0.8342 1.2939e-02 2.2398e-03 4.1857e-03 9.7577e-03
765 202.4777 47.2094 2.2651e+37 1.1801e+36 3.2758e+36 4.9362e+35 1.3975 0.2561 1.8361e-02 3.1499e-03 3.9413e-03 1.3656e-02
766 202.4777 47.21 3.923e+37 2.0373e+36 6.012e+36 7.2847e+35 1.4891 0.1841 2.7138e-02 4.4808e-03 4.7121e-03 1.9642e-02
767 202.4777 47.2117 9.7799e+36 5.1772e+35 7.8406e+35 3.6763e+35 0.4656 1.454 1.4587e-02 2.5237e-03 5.5508e-03 1.1073e-02
768 202.4777 47.2144 1.121e+37 5.9091e+35 1.2405e+36 2.0569e+35 0.9747 0.2465 4.5694e-02 1.2121e-02 7.8025e-03 2.3847e-02
769 202.4768 47.1894 1.8938e+37 9.8837e+35 3.646e+36 1.2098e+36 1.8494 0.7991 1.8211e-02 5.3300e-03 4.0525e-03 1.2461e-02
770 202.4768 47.19 1.9898e+37 1.0378e+36 4.5412e+36 1.4748e+36 2.1183 0.7014 1.5381e-02 3.8306e-03 4.1008e-03 1.0696e-02
771 202.4768 47.1906 1.5866e+37 8.3003e+35 4.5301e+36 1.5028e+36 2.472 0.7619 1.1550e-02 2.5215e-03 3.4474e-03 8.2670e-03
772 202.4768 47.1911 2.6265e+37 1.3667e+36 6.6473e+36 1.6521e+36 2.2815 0.4749 1.4051e-02 2.7337e-03 4.0953e-03 1.0317e-02
773 202.4768 47.1917 3.0116e+37 1.5657e+36 7.0447e+36 2.3826e+36 2.1571 0.824 1.4248e-02 2.4881e-03 4.2285e-03 1.0646e-02
774 202.4768 47.1922 2.3843e+37 1.2416e+36 7.6066e+36 2.5783e+36 2.6474 0.7751 1.1574e-02 1.8375e-03 3.4981e-03 8.8017e-03
775 202.4768 47.1928 2.9543e+37 1.5361e+36 7.4514e+36 3.3912e+36 2.2761 1.9366 1.3199e-02 1.9557e-03 4.2280e-03 1.0201e-02
776 202.4768 47.1933 4.1621e+37 2.1609e+36 7.6752e+36 3.8998e+36 1.7815 1.6819 1.7228e-02 2.4831e-03 5.8500e-03 1.3496e-02
777 202.4768 47.195 4.1903e+37 2.1756e+36 9.9028e+36 3.7447e+36 2.1733 0.8729 1.8640e-02 2.9812e-03 5.5441e-03 1.3980e-02
778 202.4768 47.1956 3.6498e+37 1.8956e+36 1.0168e+37 3.534e+36 2.4333 0.7874 1.7227e-02 2.7292e-03 4.6709e-03 1.2373e-02
779 202.4768 47.1961 2.6929e+37 1.4009e+36 9.7394e+36 3.083e+36 2.8455 0.6635 1.4501e-02 2.1806e-03 3.7802e-03 1.0146e-02
780 202.4768 47.1967 2.6472e+37 1.3772e+36 8.5243e+36 2.8848e+36 2.662 0.7175 1.5374e-02 2.1956e-03 4.4146e-03 1.0785e-02
781 202.4768 47.1972 2.0065e+37 1.0462e+36 5.5863e+36 2.9665e+36 2.4322 0.8086 1.3974e-02 1.9894e-03 5.0275e-03 1.0037e-02
782 202.4769 47.1989 3.2266e+37 1.6767e+36 4.4134e+36 2.0498e+36 1.3095 1.6866 1.9522e-02 3.1464e-03 6.3342e-03 1.5421e-02
783 202.4769 47.1994 4.6247e+37 2.4e+36 5.3166e+36 1.7541e+36 1.0349 0.7628 2.3954e-02 3.6048e-03 7.2751e-03 1.9339e-02
784 202.4769 47.2 4.6037e+37 2.3892e+36 4.7652e+36 1.433e+36 0.8692 0.6831 2.2601e-02 3.2017e-03 7.5894e-03 1.8814e-02
785 202.4769 47.2006 4.8193e+37 2.5005e+36 5.0953e+36 1.209e+36 0.9027 0.4618 2.2733e-02 3.2044e-03 8.2548e-03 1.9709e-02
786 202.4769 47.2011 5.0033e+37 2.596e+36 5.4088e+36 1.3424e+36 0.9378 0.4541 2.3308e-02 3.4993e-03 7.9994e-03 2.0999e-02
787 202.4769 47.2017 5.1137e+37 2.6531e+36 5.628e+36 1.4869e+36 0.9661 0.44 2.3995e-02 4.0782e-03 8.1121e-03 2.2393e-02
788 202.4769 47.2022 3.8813e+37 2.0154e+36 5.1023e+36 1.3441e+36 1.2468 0.4584 1.9782e-02 3.9182e-03 8.0398e-03 1.8709e-02
789 202.4769 47.2028 4.17e+37 2.1649e+36 4.4398e+36 1.0086e+36 0.9137 0.4504 2.1654e-02 4.7918e-03 8.4154e-03 2.0031e-02
790 202.4769 47.2033 5.968e+37 3.0953e+36 6.2215e+36 9.0326e+35 0.8804 0.2382 3.0794e-02 6.8958e-03 8.0824e-03 2.7266e-02
791 202.4769 47.2039 4.418e+37 2.2933e+36 6.0514e+36 6.2163e+35 1.3116 0.1421 2.6823e-02 5.7181e-03 6.8742e-03 2.2789e-02
792 202.4769 47.2044 1.6403e+37 8.5748e+35 2.5764e+36 3.3679e+35 1.528 0.2586 1.5609e-02 3.2155e-03 5.6003e-03 1.3170e-02
793 202.4769 47.205 7.8262e+36 4.1809e+35 1.7222e+36 3.9077e+35 2.0606 0.461 1.2731e-02 2.6335e-03 5.6724e-03 1.0580e-02
794 202.4769 47.2056 5.0397e+36 2.7861e+35 1.5329e+36 3.9199e+35 2.5719 0.6843 1.2579e-02 2.5731e-03 5.3639e-03 1.0104e-02
795 202.4769 47.2089 8.197e+36 4.3704e+35 1.286e+36 4.0944e+35 1.5262 0.5397 1.2185e-02 2.0367e-03 4.3474e-03 9.1940e-03
796 202.4769 47.2094 1.3405e+37 7.0339e+35 1.6623e+36 5.8495e+35 1.1547 0.7145 1.4180e-02 2.2514e-03 4.7116e-03 1.0804e-02
797 202.4769 47.21 1.7447e+37 9.1157e+35 1.8877e+36 7.5491e+35 0.9392 1.0673 1.5868e-02 2.3130e-03 4.9212e-03 1.1970e-02
798 202.4769 47.2106 1.4112e+37 7.3985e+35 2.3709e+36 4.9318e+35 1.6344 0.3831 1.4026e-02 1.9166e-03 4.4292e-03 1.0809e-02
799 202.4769 47.2111 1.0071e+37 5.3254e+35 2.1663e+36 4.8843e+35 2.0247 0.3775 1.2577e-02 1.7220e-03 4.6970e-03 9.9515e-03
800 202.476 47.1761 8.6319e+36 4.5923e+35 6.6126e+35 2.1524e+35 0.3937 1.2556 2.0494e-02 4.1852e-03 3.2192e-03 1.1724e-02
801 202.476 47.1767 1.2087e+37 6.3587e+35 2.5462e+36 3.8312e+35 1.9916 0.2735 2.1417e-02 4.0088e-03 2.8913e-03 1.1948e-02
802 202.476 47.1772 1.1376e+37 5.9938e+35 2.1057e+36 4.3737e+35 1.7873 0.4696 1.9429e-02 3.5219e-03 3.6207e-03 1.1123e-02
803 202.476 47.1883 7.5094e+36 4.0219e+35 1.6202e+36 6.8395e+35 2.0295 1.2466 1.7184e-02 6.2458e-03 4.8973e-03 1.2366e-02
804 202.476 47.1889 1.4807e+37 7.7538e+35 3.7391e+36 9.6878e+35 2.2779 0.5072 1.7469e-02 5.3996e-03 3.9359e-03 1.2566e-02
805 202.476 47.1894 3.278e+37 1.7035e+36 5.3809e+36 1.4896e+36 1.5976 0.5432 2.2929e-02 5.9180e-03 5.1819e-03 1.6459e-02
806 202.476 47.19 2.7192e+37 1.4146e+36 6.4193e+36 1.7261e+36 2.1716 0.4916 1.6868e-02 3.7567e-03 4.7484e-03 1.2341e-02
807 202.476 47.1906 1.4191e+37 7.4373e+35 5.3158e+36 1.7195e+36 2.901 0.6881 1.0047e-02 2.0002e-03 3.3947e-03 7.5201e-03
808 202.476 47.1911 2.2673e+37 1.181e+36 6.8291e+36 2.11e+36 2.5565 0.6541 1.2148e-02 2.1942e-03 4.0163e-03 9.2089e-03
809 202.476 47.1917 3.1953e+37 1.6608e+36 6.8386e+36 3.3084e+36 2.0166 1.1956 1.4585e-02 2.3948e-03 4.6052e-03 1.1058e-02
810 202.476 47.1922 3.2095e+37 1.668e+36 8.252e+36 3.6227e+36 2.3064 1.1134 1.4307e-02 2.1560e-03 4.4054e-03 1.0790e-02
811 202.476 47.1928 3.847e+37 1.9976e+36 8.5372e+36 4.2688e+36 2.074 0.8948 1.6408e-02 2.3275e-03 5.1535e-03 1.2253e-02
812 202.476 47.1933 4.7336e+37 2.4566e+36 1.0154e+37 4.4685e+36 2.0203 1.0999 1.9714e-02 2.7296e-03 6.0862e-03 1.4551e-02
813 202.476 47.1939 5.0437e+37 2.617e+36 1.0066e+37 4.6609e+36 1.9063 1.5581 2.1328e-02 2.9763e-03 6.6267e-03 1.5562e-02
814 202.476 47.1944 5.0991e+37 2.6456e+36 1.0783e+37 4.4662e+36 1.9977 1.0351 2.1996e-02 3.1297e-03 6.4638e-03 1.5765e-02
815 202.476 47.195 5.4941e+37 2.8499e+36 1.1604e+37 4.4759e+36 1.9958 0.9171 2.3747e-02 3.3910e-03 6.3780e-03 1.6667e-02
816 202.476 47.1956 5.6928e+37 2.953e+36 1.2401e+37 4.3436e+36 2.0446 0.7221 2.4955e-02 3.4771e-03 6.1985e-03 1.7076e-02
817 202.476 47.1961 4.3769e+37 2.2718e+36 1.1415e+37 3.7675e+36 2.329 0.6954 2.1061e-02 2.8218e-03 5.2207e-03 1.4233e-02
818 202.476 47.1967 3.4398e+37 1.7869e+36 9.9192e+36 3.4315e+36 2.4877 0.7302 1.8765e-02 2.4512e-03 5.1558e-03 1.2804e-02
819 202.476 47.1972 2.3903e+37 1.2442e+36 7.3379e+36 3.1667e+36 2.5866 1.0866 1.5861e-02 2.1072e-03 5.1725e-03 1.1140e-02
820 202.476 47.1989 1.7179e+37 8.9726e+35 3.181e+36 2.78e+36 1.7879 1.5527 1.4132e-02 2.1681e-03 8.1866e-03 1.1638e-02
821 202.476 47.1994 2.0297e+37 1.0583e+36 2.1712e+36 2.4473e+36 0.9212 1.4159 1.4902e-02 2.1601e-03 8.0726e-03 1.2642e-02
822 202.476 47.2 2.3964e+37 1.2475e+36 2.6365e+36 2.0889e+36 0.9656 1.5654 1.5643e-02 2.1497e-03 6.7977e-03 1.3393e-02
823 202.476 47.2006 2.6977e+37 1.4033e+36 3.2428e+36 1.6526e+36 1.1054 1.0796 1.6145e-02 2.2085e-03 5.7859e-03 1.3952e-02
824 202.476 47.2011 3.2392e+37 1.6831e+36 4.0841e+36 1.2409e+36 1.1809 0.667 1.7751e-02 2.5555e-03 5.4948e-03 1.5587e-02
825 202.476 47.2017 4.2635e+37 2.213e+36 5.3692e+36 9.4643e+35 1.1789 0.2984 2.1312e-02 3.3779e-03 6.1707e-03 1.9214e-02
826 202.476 47.2022 5.0716e+37 2.6312e+36 6.4987e+36 9.2822e+35 1.2064 0.2205 2.4223e-02 4.3106e-03 7.6754e-03 2.2347e-02
827 202.476 47.2028 5.2293e+37 2.713e+36 5.7398e+36 1.141e+36 0.9618 0.3573 2.5172e-02 4.8440e-03 8.6304e-03 2.3054e-02
828 202.476 47.2033 6.8176e+37 3.5352e+36 6.214e+36 9.1324e+35 0.6683 0.2772 3.2990e-02 6.3063e-03 8.8073e-03 2.9282e-02
829 202.476 47.2039 5.6144e+37 2.9124e+36 6.0063e+36 6.6972e+35 0.9213 0.1952 3.1078e-02 5.6021e-03 8.1658e-03 2.6630e-02
830 202.476 47.2044 2.4393e+37 1.2698e+36 2.9002e+36 4.4485e+35 1.0881 0.3134 1.9369e-02 3.3712e-03 6.7270e-03 1.6525e-02
831 202.476 47.205 1.2712e+37 6.6773e+35 2.1348e+36 3.8355e+35 1.6336 0.3394 1.5814e-02 2.8320e-03 6.3339e-03 1.3339e-02
832 202.476 47.2056 5.5609e+36 3.0439e+35 2.4771e+36 7.9384e+35 3.1746 0.6633 1.3315e-02 2.5115e-03 5.9847e-03 1.0922e-02
833 202.476 47.2094 1.0026e+37 5.3025e+35 1.9523e+36 3.855e+35 1.8675 0.3089 1.3920e-02 2.2139e-03 4.7616e-03 1.0651e-02
834 202.476 47.21 9.656e+36 5.1137e+35 1.7364e+36 4.1325e+35 1.7417 0.4213 1.2736e-02 1.8334e-03 4.5682e-03 1.0075e-02
